fecha,equipo,rendimiento,rendimiento_predicho,probabilidad,velocidad_puntos_historia,kpi
2022-04-10,Equipo Desarrollo,Alto,Alto,0.5137967249666172,61,Rendimiento Equipo
2022-04-10,Equipo Infraestructura,Bajo,Bajo,0.48244846068051106,25,Rendimiento Equipo
2022-04-10,Equipo Seguridad,Normal,Normal,0.7147933241180197,39,Rendimiento Equipo
2022-04-10,Equipo Datos,Normal,Normal,0.5326530733867668,42,Rendimiento Equipo
2022-04-10,Equipo Integración,Bajo,Bajo,0.4011870911403118,32,Rendimiento Equipo
2022-04-17,Equipo Desarrollo,Alto,Alto,0.5688023457824847,56,Rendimiento Equipo
2022-04-17,Equipo Infraestructura,Alto,Bajo,0.37427751995417025,63,Rendimiento Equipo
2022-04-17,Equipo Seguridad,Bajo,Bajo,0.4114229050478411,27,Rendimiento Equipo
2022-04-17,Equipo Datos,Alto,Alto,0.4948772027091979,63,Rendimiento Equipo
2022-04-17,Equipo Integración,Alto,Alto,0.4635771247577572,62,Rendimiento Equipo
2022-04-24,Equipo Desarrollo,Normal,Alto,0.4658115990564439,40,Rendimiento Equipo
2022-04-24,Equipo Infraestructura,Bajo,Bajo,0.4131413962739291,22,Rendimiento Equipo
2022-04-24,Equipo Seguridad,Alto,Alto,0.4412136409379584,62,Rendimiento Equipo
2022-04-24,Equipo Datos,Normal,Normal,0.48568901248792323,39,Rendimiento Equipo
2022-04-24,Equipo Integración,Normal,Normal,0.38374018134931054,46,Rendimiento Equipo
2022-05-01,Equipo Desarrollo,Alto,Alto,0.5579649761240085,53,Rendimiento Equipo
2022-05-01,Equipo Infraestructura,Normal,Normal,0.5559551105649891,47,Rendimiento Equipo
2022-05-01,Equipo Seguridad,Bajo,Bajo,0.4317526842065677,25,Rendimiento Equipo
2022-05-01,Equipo Datos,Bajo,Alto,0.3820208620486332,28,Rendimiento Equipo
2022-05-01,Equipo Integración,Normal,Normal,0.6189646759555187,37,Rendimiento Equipo
2022-05-08,Equipo Desarrollo,Alto,Alto,0.6055051740213492,53,Rendimiento Equipo
2022-05-08,Equipo Infraestructura,Normal,Normal,0.6770683497300293,52,Rendimiento Equipo
2022-05-08,Equipo Seguridad,Normal,Bajo,0.3603329606552652,35,Rendimiento Equipo
2022-05-08,Equipo Datos,Alto,Alto,0.5977827668105379,64,Rendimiento Equipo
2022-05-08,Equipo Integración,Alto,Normal,0.6540440357297315,63,Rendimiento Equipo
2022-05-15,Equipo Desarrollo,Normal,Alto,0.5496658883070635,52,Rendimiento Equipo
2022-05-15,Equipo Infraestructura,Normal,Normal,0.6574493021109816,49,Rendimiento Equipo
2022-05-15,Equipo Seguridad,Alto,Alto,0.42199181477825853,60,Rendimiento Equipo
2022-05-15,Equipo Datos,Alto,Alto,0.6594494334772046,59,Rendimiento Equipo
2022-05-15,Equipo Integración,Normal,Normal,0.6718218135075094,41,Rendimiento Equipo
2022-05-22,Equipo Desarrollo,Bajo,Alto,0.45746887616887505,23,Rendimiento Equipo
2022-05-22,Equipo Infraestructura,Normal,Normal,0.6282861368448753,36,Rendimiento Equipo
2022-05-22,Equipo Seguridad,Normal,Normal,0.5978061269133635,38,Rendimiento Equipo
2022-05-22,Equipo Datos,Alto,Alto,0.5660751966029678,60,Rendimiento Equipo
2022-05-22,Equipo Integración,Alto,Normal,0.6939974087456044,64,Rendimiento Equipo
2022-05-29,Equipo Desarrollo,Alto,Alto,0.47057578559931396,54,Rendimiento Equipo
2022-05-29,Equipo Infraestructura,Alto,Normal,0.49612913166367645,59,Rendimiento Equipo
2022-05-29,Equipo Seguridad,Normal,Normal,0.6252378157179176,44,Rendimiento Equipo
2022-05-29,Equipo Datos,Normal,Normal,0.4805590665943644,43,Rendimiento Equipo
2022-05-29,Equipo Integración,Normal,Normal,0.6767232151972173,51,Rendimiento Equipo
2022-06-05,Equipo Desarrollo,Normal,Normal,0.5408922800076724,39,Rendimiento Equipo
2022-06-05,Equipo Infraestructura,Normal,Normal,0.5307839713773397,40,Rendimiento Equipo
2022-06-05,Equipo Seguridad,Alto,Alto,0.49738495320647624,55,Rendimiento Equipo
2022-06-05,Equipo Datos,Normal,Normal,0.4475114475467455,46,Rendimiento Equipo
2022-06-05,Equipo Integración,Bajo,Normal,0.5091386048757649,27,Rendimiento Equipo
2022-06-12,Equipo Desarrollo,Normal,Normal,0.5443171166089797,52,Rendimiento Equipo
2022-06-12,Equipo Infraestructura,Bajo,Normal,0.3616091121863516,27,Rendimiento Equipo
2022-06-12,Equipo Seguridad,Alto,Alto,0.5488913634628865,57,Rendimiento Equipo
2022-06-12,Equipo Datos,Alto,Alto,0.45711893717612023,55,Rendimiento Equipo
2022-06-12,Equipo Integración,Normal,Normal,0.5867255954713763,39,Rendimiento Equipo
2022-06-19,Equipo Desarrollo,Bajo,Normal,0.47193176415655413,25,Rendimiento Equipo
2022-06-19,Equipo Infraestructura,Alto,Alto,0.5174089078605492,54,Rendimiento Equipo
2022-06-19,Equipo Seguridad,Normal,Normal,0.6405458974196162,45,Rendimiento Equipo
2022-06-19,Equipo Datos,Normal,Normal,0.6170628020277371,50,Rendimiento Equipo
2022-06-19,Equipo Integración,Normal,Normal,0.5946122157403494,43,Rendimiento Equipo
2022-06-26,Equipo Desarrollo,Normal,Normal,0.4500175114803029,42,Rendimiento Equipo
2022-06-26,Equipo Infraestructura,Alto,Alto,0.548188757043624,58,Rendimiento Equipo
2022-06-26,Equipo Seguridad,Normal,Normal,0.7062373309860499,46,Rendimiento Equipo
2022-06-26,Equipo Datos,Normal,Normal,0.628343377820508,38,Rendimiento Equipo
2022-06-26,Equipo Integración,Bajo,Bajo,0.5413746616459506,27,Rendimiento Equipo
2022-07-03,Equipo Desarrollo,Normal,Normal,0.41077410488689625,38,Rendimiento Equipo
2022-07-03,Equipo Infraestructura,Bajo,Alto,0.48889041399902927,28,Rendimiento Equipo
2022-07-03,Equipo Seguridad,Normal,Normal,0.6632257869745058,36,Rendimiento Equipo
2022-07-03,Equipo Datos,Bajo,Bajo,0.40501463645650027,24,Rendimiento Equipo
2022-07-03,Equipo Integración,Alto,Bajo,0.49726287813806913,57,Rendimiento Equipo
2022-07-10,Equipo Desarrollo,Alto,Alto,0.5553791131481522,60,Rendimiento Equipo
2022-07-10,Equipo Infraestructura,Alto,Alto,0.5741384393654755,63,Rendimiento Equipo
2022-07-10,Equipo Seguridad,Normal,Normal,0.6943943684790006,52,Rendimiento Equipo
2022-07-10,Equipo Datos,Alto,Alto,0.3793485255018959,63,Rendimiento Equipo
2022-07-10,Equipo Integración,Bajo,Bajo,0.6364885274887184,25,Rendimiento Equipo
2022-07-17,Equipo Desarrollo,Alto,Alto,0.5773050390740783,63,Rendimiento Equipo
2022-07-17,Equipo Infraestructura,Alto,Alto,0.584656957883994,65,Rendimiento Equipo
2022-07-17,Equipo Seguridad,Normal,Normal,0.6309578605424928,45,Rendimiento Equipo
2022-07-17,Equipo Datos,Normal,Normal,0.5050103160707038,37,Rendimiento Equipo
2022-07-17,Equipo Integración,Bajo,Bajo,0.663904493875273,25,Rendimiento Equipo
2022-07-24,Equipo Desarrollo,Normal,Alto,0.537856167791422,40,Rendimiento Equipo
2022-07-24,Equipo Infraestructura,Normal,Alto,0.43222594309268525,46,Rendimiento Equipo
2022-07-24,Equipo Seguridad,Alto,Alto,0.4719841900119824,62,Rendimiento Equipo
2022-07-24,Equipo Datos,Bajo,Bajo,0.5102093070543727,25,Rendimiento Equipo
2022-07-24,Equipo Integración,Bajo,Bajo,0.6477976105625074,25,Rendimiento Equipo
2022-07-31,Equipo Desarrollo,Normal,Normal,0.5178236239808295,40,Rendimiento Equipo
2022-07-31,Equipo Infraestructura,Bajo,Normal,0.42533926297930785,22,Rendimiento Equipo
2022-07-31,Equipo Seguridad,Alto,Alto,0.49313055704061853,56,Rendimiento Equipo
2022-07-31,Equipo Datos,Normal,Normal,0.5241538748253305,44,Rendimiento Equipo
2022-07-31,Equipo Integración,Alto,Bajo,0.5609523724672694,62,Rendimiento Equipo
2022-08-07,Equipo Desarrollo,Normal,Normal,0.5757579674151728,49,Rendimiento Equipo
2022-08-07,Equipo Infraestructura,Normal,Alto,0.4077902399069822,44,Rendimiento Equipo
2022-08-07,Equipo Seguridad,Normal,Normal,0.49759085490593863,52,Rendimiento Equipo
2022-08-07,Equipo Datos,Alto,Normal,0.5108919700634257,56,Rendimiento Equipo
2022-08-07,Equipo Integración,Bajo,Bajo,0.6132087827236795,25,Rendimiento Equipo
2022-08-14,Equipo Desarrollo,Normal,Normal,0.5443943310515366,35,Rendimiento Equipo
2022-08-14,Equipo Infraestructura,Alto,Alto,0.47745240780444403,59,Rendimiento Equipo
2022-08-14,Equipo Seguridad,Normal,Normal,0.5388652515192763,50,Rendimiento Equipo
2022-08-14,Equipo Datos,Bajo,Normal,0.47139033607649766,22,Rendimiento Equipo
2022-08-14,Equipo Integración,Alto,Bajo,0.5492412869293993,64,Rendimiento Equipo
2022-08-21,Equipo Desarrollo,Normal,Normal,0.5150768707340763,36,Rendimiento Equipo
2022-08-21,Equipo Infraestructura,Alto,Alto,0.5022222490742853,61,Rendimiento Equipo
2022-08-21,Equipo Seguridad,Alto,Normal,0.4641956115101626,54,Rendimiento Equipo
2022-08-21,Equipo Datos,Normal,Normal,0.5622416432660402,36,Rendimiento Equipo
2022-08-21,Equipo Integración,Bajo,Bajo,0.6333605329611454,33,Rendimiento Equipo
2022-08-28,Equipo Desarrollo,Alto,Alto,0.541948351891466,55,Rendimiento Equipo
2022-08-28,Equipo Infraestructura,Normal,Alto,0.5168424016171962,51,Rendimiento Equipo
2022-08-28,Equipo Seguridad,Normal,Normal,0.5219607630253141,50,Rendimiento Equipo
2022-08-28,Equipo Datos,Bajo,Normal,0.4522155460570162,24,Rendimiento Equipo
2022-08-28,Equipo Integración,Bajo,Bajo,0.6866601397296205,27,Rendimiento Equipo
2022-09-04,Equipo Desarrollo,Alto,Alto,0.5822019750798717,64,Rendimiento Equipo
2022-09-04,Equipo Infraestructura,Normal,Alto,0.3968661417659365,42,Rendimiento Equipo
2022-09-04,Equipo Seguridad,Alto,Normal,0.4654250487395999,58,Rendimiento Equipo
2022-09-04,Equipo Datos,Normal,Normal,0.6326599905014606,52,Rendimiento Equipo
2022-09-04,Equipo Integración,Bajo,Bajo,0.6808313019007827,34,Rendimiento Equipo
2022-09-11,Equipo Desarrollo,Alto,Alto,0.5175569673098639,64,Rendimiento Equipo
2022-09-11,Equipo Infraestructura,Bajo,Bajo,0.42908776914176217,32,Rendimiento Equipo
2022-09-11,Equipo Seguridad,Normal,Normal,0.6373124946270459,48,Rendimiento Equipo
2022-09-11,Equipo Datos,Normal,Normal,0.6522205965620667,46,Rendimiento Equipo
2022-09-11,Equipo Integración,Normal,Bajo,0.5687159891089993,49,Rendimiento Equipo
2022-09-18,Equipo Desarrollo,Normal,Alto,0.4493790063819032,42,Rendimiento Equipo
2022-09-18,Equipo Infraestructura,Alto,Bajo,0.41658227463626774,63,Rendimiento Equipo
2022-09-18,Equipo Seguridad,Normal,Normal,0.6245690305747583,43,Rendimiento Equipo
2022-09-18,Equipo Datos,Normal,Normal,0.5181757802672504,41,Rendimiento Equipo
2022-09-18,Equipo Integración,Bajo,Bajo,0.6189699573629676,33,Rendimiento Equipo
2022-09-25,Equipo Desarrollo,Normal,Normal,0.45652461821900536,48,Rendimiento Equipo
2022-09-25,Equipo Infraestructura,Bajo,Bajo,0.36744183174582495,22,Rendimiento Equipo
2022-09-25,Equipo Seguridad,Alto,Normal,0.5733388718445994,56,Rendimiento Equipo
2022-09-25,Equipo Datos,Alto,Alto,0.5646052672484431,57,Rendimiento Equipo
2022-09-25,Equipo Integración,Bajo,Bajo,0.6268515463622036,28,Rendimiento Equipo
2022-10-02,Equipo Desarrollo,Alto,Alto,0.4543517833030497,55,Rendimiento Equipo
2022-10-02,Equipo Infraestructura,Normal,Normal,0.4138862489324609,49,Rendimiento Equipo
2022-10-02,Equipo Seguridad,Bajo,Bajo,0.348027548588462,28,Rendimiento Equipo
2022-10-02,Equipo Datos,Alto,Alto,0.5798744980176739,61,Rendimiento Equipo
2022-10-02,Equipo Integración,Normal,Normal,0.4420893881816501,47,Rendimiento Equipo
2022-10-09,Equipo Desarrollo,Bajo,Alto,0.41253751423878066,26,Rendimiento Equipo
2022-10-09,Equipo Infraestructura,Normal,Normal,0.36468818454474144,45,Rendimiento Equipo
2022-10-09,Equipo Seguridad,Alto,Alto,0.445918097851457,61,Rendimiento Equipo
2022-10-09,Equipo Datos,Bajo,Bajo,0.39892309997678355,24,Rendimiento Equipo
2022-10-09,Equipo Integración,Alto,Bajo,0.4791124320282619,62,Rendimiento Equipo
2022-10-16,Equipo Desarrollo,Alto,Alto,0.48629838555137594,63,Rendimiento Equipo
2022-10-16,Equipo Infraestructura,Bajo,Alto,0.4449490358833133,27,Rendimiento Equipo
2022-10-16,Equipo Seguridad,Normal,Normal,0.5470424487981764,48,Rendimiento Equipo
2022-10-16,Equipo Datos,Normal,Normal,0.5489346916457273,46,Rendimiento Equipo
2022-10-16,Equipo Integración,Bajo,Bajo,0.44851237691096535,34,Rendimiento Equipo
2022-10-23,Equipo Desarrollo,Normal,Normal,0.440664447459968,52,Rendimiento Equipo
2022-10-23,Equipo Infraestructura,Alto,Alto,0.5141764242357016,65,Rendimiento Equipo
2022-10-23,Equipo Seguridad,Alto,Normal,0.45121467102039864,56,Rendimiento Equipo
2022-10-23,Equipo Datos,Normal,Normal,0.5622526930887287,48,Rendimiento Equipo
2022-10-23,Equipo Integración,Alto,Alto,0.4418380271469231,58,Rendimiento Equipo
2022-10-30,Equipo Desarrollo,Alto,Alto,0.5479665274444165,54,Rendimiento Equipo
2022-10-30,Equipo Infraestructura,Alto,Alto,0.5248702581795357,62,Rendimiento Equipo
2022-10-30,Equipo Seguridad,Normal,Normal,0.5262146710203986,41,Rendimiento Equipo
2022-10-30,Equipo Datos,Alto,Alto,0.5108000531586528,60,Rendimiento Equipo
2022-10-30,Equipo Integración,Alto,Alto,0.45948391883693246,62,Rendimiento Equipo
2022-11-06,Equipo Desarrollo,Bajo,Bajo,0.43380320377669807,27,Rendimiento Equipo
2022-11-06,Equipo Infraestructura,Normal,Normal,0.6581393839158325,42,Rendimiento Equipo
2022-11-06,Equipo Seguridad,Normal,Normal,0.4317863330185311,45,Rendimiento Equipo
2022-11-06,Equipo Datos,Alto,Alto,0.6117524341110339,56,Rendimiento Equipo
2022-11-06,Equipo Integración,Normal,Normal,0.608968993208645,51,Rendimiento Equipo
2022-11-13,Equipo Desarrollo,Normal,Normal,0.6506041833621714,39,Rendimiento Equipo
2022-11-13,Equipo Infraestructura,Normal,Normal,0.7571293567524289,50,Rendimiento Equipo
2022-11-13,Equipo Seguridad,Alto,Alto,0.49140217815024323,64,Rendimiento Equipo
2022-11-13,Equipo Datos,Bajo,Bajo,0.552552374779608,25,Rendimiento Equipo
2022-11-13,Equipo Integración,Normal,Normal,0.6852510960096356,39,Rendimiento Equipo
2022-11-20,Equipo Desarrollo,Normal,Normal,0.7587242766997072,42,Rendimiento Equipo
2022-11-20,Equipo Infraestructura,Normal,Normal,0.7815553852377858,52,Rendimiento Equipo
2022-11-20,Equipo Seguridad,Normal,Normal,0.5777275854377248,40,Rendimiento Equipo
2022-11-20,Equipo Datos,Bajo,Bajo,0.5629984532109805,23,Rendimiento Equipo
2022-11-20,Equipo Integración,Bajo,Normal,0.5421737150572546,23,Rendimiento Equipo
2022-11-27,Equipo Desarrollo,Normal,Normal,0.7985853878108184,47,Rendimiento Equipo
2022-11-27,Equipo Infraestructura,Normal,Normal,0.7989164963488968,51,Rendimiento Equipo
2022-11-27,Equipo Seguridad,Bajo,Normal,0.3938634079485473,25,Rendimiento Equipo
2022-11-27,Equipo Datos,Alto,Alto,0.647366892841861,61,Rendimiento Equipo
2022-11-27,Equipo Integración,Normal,Normal,0.6619176582485662,43,Rendimiento Equipo
2022-12-04,Equipo Desarrollo,Bajo,Bajo,0.4489066797024115,34,Rendimiento Equipo
2022-12-04,Equipo Infraestructura,Normal,Normal,0.7017962617447911,52,Rendimiento Equipo
2022-12-04,Equipo Seguridad,Alto,Alto,0.4767672766403417,53,Rendimiento Equipo
2022-12-04,Equipo Datos,Alto,Alto,0.706366892841861,58,Rendimiento Equipo
2022-12-04,Equipo Integración,Normal,Normal,0.7060073332078234,41,Rendimiento Equipo
2022-12-11,Equipo Desarrollo,Bajo,Normal,0.5077118379986026,34,Rendimiento Equipo
2022-12-11,Equipo Infraestructura,Bajo,Bajo,0.45659345556404385,32,Rendimiento Equipo
2022-12-11,Equipo Seguridad,Normal,Normal,0.4181642725466254,48,Rendimiento Equipo
2022-12-11,Equipo Datos,Normal,Normal,0.5320971177944862,40,Rendimiento Equipo
2022-12-11,Equipo Integración,Alto,Normal,0.4983681307254835,57,Rendimiento Equipo
2022-12-18,Equipo Desarrollo,Normal,Normal,0.6435337334234393,49,Rendimiento Equipo
2022-12-18,Equipo Infraestructura,Bajo,Normal,0.41514953673777194,29,Rendimiento Equipo
2022-12-18,Equipo Seguridad,Normal,Normal,0.7064950381862145,43,Rendimiento Equipo
2022-12-18,Equipo Datos,Alto,Alto,0.6780964912280701,53,Rendimiento Equipo
2022-12-18,Equipo Integración,Normal,Normal,0.7501141624715154,42,Rendimiento Equipo
2022-12-25,Equipo Desarrollo,Bajo,Bajo,0.5891192900237018,33,Rendimiento Equipo
2022-12-25,Equipo Infraestructura,Alto,Alto,0.6376848576260342,58,Rendimiento Equipo
2022-12-25,Equipo Seguridad,Normal,Normal,0.6369236096147861,38,Rendimiento Equipo
2022-12-25,Equipo Datos,Alto,Alto,0.6926917293233085,55,Rendimiento Equipo
2022-12-25,Equipo Integración,Normal,Normal,0.7085471461544991,35,Rendimiento Equipo
2023-01-01,Equipo Desarrollo,Normal,Normal,0.8648398125782026,42,Rendimiento Equipo
2023-01-01,Equipo Infraestructura,Bajo,Bajo,0.7238720821661997,28,Rendimiento Equipo
2023-01-01,Equipo Seguridad,Normal,Normal,0.7390110722610724,52,Rendimiento Equipo
2023-01-01,Equipo Datos,Normal,Normal,0.9407094017094018,45,Rendimiento Equipo
2023-01-01,Equipo Integración,Normal,Normal,0.5447663243619125,52,Rendimiento Equipo
2023-01-08,Equipo Desarrollo,Normal,Normal,0.7496400219472251,39,Rendimiento Equipo
2023-01-08,Equipo Infraestructura,Alto,Alto,0.6139000187942408,58,Rendimiento Equipo
2023-01-08,Equipo Seguridad,Normal,Normal,0.6335103896103895,50,Rendimiento Equipo
2023-01-08,Equipo Datos,Normal,Normal,0.6556926115789997,47,Rendimiento Equipo
2023-01-08,Equipo Integración,Bajo,Bajo,0.5544714817346397,22,Rendimiento Equipo
2023-01-15,Equipo Desarrollo,Alto,Alto,0.48175349160282205,53,Rendimiento Equipo
2023-01-15,Equipo Infraestructura,Bajo,Bajo,0.5752388113203584,30,Rendimiento Equipo
2023-01-15,Equipo Seguridad,Alto,Alto,0.5183321428571429,65,Rendimiento Equipo
2023-01-15,Equipo Datos,Bajo,Bajo,0.6365683017663828,24,Rendimiento Equipo
2023-01-15,Equipo Integración,Normal,Normal,0.6426524853070906,35,Rendimiento Equipo
2023-01-22,Equipo Desarrollo,Normal,Normal,0.43569846350566677,43,Rendimiento Equipo
2023-01-22,Equipo Infraestructura,Bajo,Bajo,0.5874525975341445,26,Rendimiento Equipo
2023-01-22,Equipo Seguridad,Bajo,Bajo,0.5001177388432823,34,Rendimiento Equipo
2023-01-22,Equipo Datos,Normal,Normal,0.6860086288950168,40,Rendimiento Equipo
2023-01-22,Equipo Integración,Normal,Normal,0.7026409221575963,37,Rendimiento Equipo
2023-01-29,Equipo Desarrollo,Normal,Normal,0.5896747434913452,50,Rendimiento Equipo
2023-01-29,Equipo Infraestructura,Alto,Bajo,0.4187656828883393,55,Rendimiento Equipo
2023-01-29,Equipo Seguridad,Alto,Bajo,0.4232581817337252,57,Rendimiento Equipo
2023-01-29,Equipo Datos,Alto,Normal,0.6930086288950169,55,Rendimiento Equipo
2023-01-29,Equipo Integración,Bajo,Normal,0.49704564915103305,34,Rendimiento Equipo
2023-02-05,Equipo Desarrollo,Alto,Normal,0.4304501870020828,61,Rendimiento Equipo
2023-02-05,Equipo Infraestructura,Normal,Normal,0.5438620010204154,42,Rendimiento Equipo
2023-02-05,Equipo Seguridad,Normal,Normal,0.664826227456119,49,Rendimiento Equipo
2023-02-05,Equipo Datos,Alto,Normal,0.602629841016229,58,Rendimiento Equipo
2023-02-05,Equipo Integración,Normal,Normal,0.42588875049413444,44,Rendimiento Equipo
2023-02-12,Equipo Desarrollo,Bajo,Bajo,0.4221326362588316,23,Rendimiento Equipo
2023-02-12,Equipo Infraestructura,Alto,Alto,0.4067284772636187,62,Rendimiento Equipo
2023-02-12,Equipo Seguridad,Normal,Normal,0.6696541283134316,44,Rendimiento Equipo
2023-02-12,Equipo Datos,Normal,Normal,0.6180754743302833,50,Rendimiento Equipo
2023-02-12,Equipo Integración,Alto,Alto,0.48602613342140194,57,Rendimiento Equipo
2023-02-19,Equipo Desarrollo,Normal,Bajo,0.42615718630873667,51,Rendimiento Equipo
2023-02-19,Equipo Infraestructura,Normal,Normal,0.5642020048039676,40,Rendimiento Equipo
2023-02-19,Equipo Seguridad,Bajo,Bajo,0.5860891285646721,25,Rendimiento Equipo
2023-02-19,Equipo Datos,Alto,Alto,0.4373296547122909,65,Rendimiento Equipo
2023-02-19,Equipo Integración,Normal,Normal,0.6357546728036053,38,Rendimiento Equipo
2023-02-26,Equipo Desarrollo,Alto,Alto,0.41958098589224035,58,Rendimiento Equipo
2023-02-26,Equipo Infraestructura,Normal,Normal,0.5686750823433161,37,Rendimiento Equipo
2023-02-26,Equipo Seguridad,Normal,Normal,0.600219972599864,50,Rendimiento Equipo
2023-02-26,Equipo Datos,Bajo,Bajo,0.4137390067415099,23,Rendimiento Equipo
2023-02-26,Equipo Integración,Normal,Normal,0.7050404310832658,43,Rendimiento Equipo
2023-03-05,Equipo Desarrollo,Normal,Normal,0.47581358688238196,50,Rendimiento Equipo
2023-03-05,Equipo Infraestructura,Bajo,Normal,0.4460237051257625,23,Rendimiento Equipo
2023-03-05,Equipo Seguridad,Bajo,Bajo,0.46634614932169277,23,Rendimiento Equipo
2023-03-05,Equipo Datos,Normal,Normal,0.6403989462374372,40,Rendimiento Equipo
2023-03-05,Equipo Integración,Normal,Normal,0.6974613542958557,41,Rendimiento Equipo
2023-03-12,Equipo Desarrollo,Bajo,Bajo,0.4723106781942156,25,Rendimiento Equipo
2023-03-12,Equipo Infraestructura,Normal,Normal,0.4603148110608901,40,Rendimiento Equipo
2023-03-12,Equipo Seguridad,Alto,Alto,0.583439677834243,58,Rendimiento Equipo
2023-03-12,Equipo Datos,Normal,Normal,0.5829459967111181,47,Rendimiento Equipo
2023-03-12,Equipo Integración,Normal,Normal,0.6486282719192953,36,Rendimiento Equipo
2023-03-19,Equipo Desarrollo,Bajo,Bajo,0.5617743395328769,29,Rendimiento Equipo
2023-03-19,Equipo Infraestructura,Bajo,Bajo,0.543391284487717,22,Rendimiento Equipo
2023-03-19,Equipo Seguridad,Alto,Alto,0.6535381011500576,66,Rendimiento Equipo
2023-03-19,Equipo Datos,Alto,Alto,0.494572266352877,56,Rendimiento Equipo
2023-03-19,Equipo Integración,Alto,Normal,0.45844952330891053,62,Rendimiento Equipo
2023-03-26,Equipo Desarrollo,Normal,Bajo,0.4938589173591428,49,Rendimiento Equipo
2023-03-26,Equipo Infraestructura,Alto,Alto,0.38159189062192134,66,Rendimiento Equipo
2023-03-26,Equipo Seguridad,Alto,Alto,0.6096953883073448,55,Rendimiento Equipo
2023-03-26,Equipo Datos,Alto,Alto,0.6122193251764064,64,Rendimiento Equipo
2023-03-26,Equipo Integración,Normal,Normal,0.5212092635686507,45,Rendimiento Equipo
2023-04-02,Equipo Desarrollo,Normal,Bajo,0.471477551176306,42,Rendimiento Equipo
2023-04-02,Equipo Infraestructura,Normal,Bajo,0.44328271548662473,39,Rendimiento Equipo
2023-04-02,Equipo Seguridad,Alto,Alto,0.5498137965402031,58,Rendimiento Equipo
2023-04-02,Equipo Datos,Bajo,Bajo,0.5124532994618272,28,Rendimiento Equipo
2023-04-02,Equipo Integración,Alto,Alto,0.4582839229584468,63,Rendimiento Equipo
2023-04-09,Equipo Desarrollo,Bajo,Bajo,0.6217555612421211,30,Rendimiento Equipo
2023-04-09,Equipo Infraestructura,Bajo,Bajo,0.5349814126869427,22,Rendimiento Equipo
2023-04-09,Equipo Seguridad,Normal,Normal,0.6231754032537736,36,Rendimiento Equipo
2023-04-09,Equipo Datos,Normal,Normal,0.44428062635913534,50,Rendimiento Equipo
2023-04-09,Equipo Integración,Normal,Normal,0.6644428110428063,39,Rendimiento Equipo
2023-04-16,Equipo Desarrollo,Alto,Bajo,0.5882006595107486,65,Rendimiento Equipo
2023-04-16,Equipo Infraestructura,Alto,Bajo,0.4313328089586424,53,Rendimiento Equipo
2023-04-16,Equipo Seguridad,Normal,Normal,0.6344311985337624,47,Rendimiento Equipo
2023-04-16,Equipo Datos,Bajo,Bajo,0.5239251609336886,29,Rendimiento Equipo
2023-04-16,Equipo Integración,Normal,Normal,0.7011820834974487,48,Rendimiento Equipo
2023-04-23,Equipo Desarrollo,Bajo,Bajo,0.6097542627702343,30,Rendimiento Equipo
2023-04-23,Equipo Infraestructura,Bajo,Bajo,0.5159276580093738,22,Rendimiento Equipo
2023-04-23,Equipo Seguridad,Bajo,Normal,0.5549738730934647,26,Rendimiento Equipo
2023-04-23,Equipo Datos,Normal,Normal,0.5837631549416639,43,Rendimiento Equipo
2023-04-23,Equipo Integración,Normal,Normal,0.7066171993619764,46,Rendimiento Equipo
2023-04-30,Equipo Desarrollo,Alto,Bajo,0.5929266919253999,62,Rendimiento Equipo
2023-04-30,Equipo Infraestructura,Bajo,Bajo,0.4806771441231754,22,Rendimiento Equipo
2023-04-30,Equipo Seguridad,Normal,Normal,0.5539182304602359,43,Rendimiento Equipo
2023-04-30,Equipo Datos,Alto,Normal,0.407898155667272,54,Rendimiento Equipo
2023-04-30,Equipo Integración,Normal,Normal,0.6624314934697488,43,Rendimiento Equipo
2023-05-07,Equipo Desarrollo,Bajo,Bajo,0.4693459706416712,28,Rendimiento Equipo
2023-05-07,Equipo Infraestructura,Normal,Normal,0.5293020252030697,49,Rendimiento Equipo
2023-05-07,Equipo Seguridad,Alto,Alto,0.40361212701899646,65,Rendimiento Equipo
2023-05-07,Equipo Datos,Normal,Normal,0.5588068858260019,47,Rendimiento Equipo
2023-05-07,Equipo Integración,Bajo,Normal,0.4631019843350926,22,Rendimiento Equipo
2023-05-14,Equipo Desarrollo,Normal,Bajo,0.4606748651026814,38,Rendimiento Equipo
2023-05-14,Equipo Infraestructura,Normal,Normal,0.5151546398559689,49,Rendimiento Equipo
2023-05-14,Equipo Seguridad,Bajo,Bajo,0.4938252121857007,26,Rendimiento Equipo
2023-05-14,Equipo Datos,Bajo,Bajo,0.4312242821371742,22,Rendimiento Equipo
2023-05-14,Equipo Integración,Alto,Normal,0.35816610480243904,66,Rendimiento Equipo
2023-05-21,Equipo Desarrollo,Normal,Bajo,0.4645081984360147,45,Rendimiento Equipo
2023-05-21,Equipo Infraestructura,Bajo,Normal,0.3822315678299558,32,Rendimiento Equipo
2023-05-21,Equipo Seguridad,Bajo,Bajo,0.5905127121857008,23,Rendimiento Equipo
2023-05-21,Equipo Datos,Normal,Normal,0.5615986397709816,40,Rendimiento Equipo
2023-05-21,Equipo Integración,Normal,Bajo,0.35860288767413545,36,Rendimiento Equipo
2023-05-28,Equipo Desarrollo,Normal,Normal,0.4282767791278645,52,Rendimiento Equipo
