fecha,equipo,estado,estado_predicho,probabilidad,cumplimiento_porcentaje,kpi
2021-11-07,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-07,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-14,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-14,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-14,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-14,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-14,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-21,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-21,Equipo Infraestructura,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-11-21,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-21,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-21,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-28,Equipo Desarrollo,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-11-28,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-28,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-28,Equipo Datos,Requiere acciones,Requiere acciones,0.98,0.0,Cumplimiento Retrospectivas
2021-11-28,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-05,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-05,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-05,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-05,Equipo Datos,Cumplimiento total,Cumplimiento total,0.99,100.0,Cumplimiento Retrospectivas
2021-12-05,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-12,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-12,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-12,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-12,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-12,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-19,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-19,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-19,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-19,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-19,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-26,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-26,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-26,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-26,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-12-26,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-02,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-02,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-02,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-02,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-02,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-09,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-09,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-09,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-09,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-09,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-16,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-16,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-16,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-16,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-16,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-23,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-23,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-23,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-23,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-23,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-30,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-30,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-30,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-30,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-01-30,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-06,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-06,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-06,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-06,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-06,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-13,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-13,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,0.99,100.0,Cumplimiento Retrospectivas
2022-02-13,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-13,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-13,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-20,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-20,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-20,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-20,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-20,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-27,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-27,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-27,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-27,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-02-27,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-06,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-06,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-06,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-06,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-06,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-13,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-13,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-13,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-13,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-13,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-20,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-20,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-20,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-20,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-20,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-27,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-27,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-27,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-27,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-03-27,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-03,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-03,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-03,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-03,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-03,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-10,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-10,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-10,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-10,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-10,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-17,Equipo Desarrollo,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2022-04-17,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-17,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-17,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-17,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-24,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-24,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-24,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-24,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-04-24,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-01,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-01,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-01,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-01,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-01,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-08,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-08,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-08,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-08,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-08,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-15,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-15,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-15,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-15,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-15,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-22,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-22,Equipo Infraestructura,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2022-05-22,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-22,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-22,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-29,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-29,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-29,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-05-29,Equipo Datos,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2022-05-29,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-05,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-05,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-05,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-05,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-05,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-12,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-12,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-12,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-12,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-12,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-19,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-19,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-19,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-19,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-19,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-26,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-26,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-26,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-26,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-06-26,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-03,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-03,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-03,Equipo Seguridad,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2022-07-03,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-03,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-10,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-10,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-10,Equipo Seguridad,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2022-07-10,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-10,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-17,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-17,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-17,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-17,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-17,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-24,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-24,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-24,Equipo Seguridad,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2022-07-24,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-24,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-31,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-31,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-31,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-31,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-07-31,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-07,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-07,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-07,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-07,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-07,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-14,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-14,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-14,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-14,Equipo Datos,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2022-08-14,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-21,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-21,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-21,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-21,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-21,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-28,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-28,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-28,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-28,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-08-28,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-04,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-04,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-04,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-04,Equipo Datos,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2022-09-04,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-11,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-11,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-11,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-11,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-11,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-18,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-18,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-18,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-18,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-18,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-25,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-25,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-25,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-25,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-09-25,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-02,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-02,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-02,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-02,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-02,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-09,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-09,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-09,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-09,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2022-10-09,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
