fecha,tipo_proyecto,estado,estado_predicho,probabilidad,cobertura_porcentaje,kpi
2022-04-15,Clustering,Aceptable,Aceptable,1.0,86.18357522609693,Cobertura Datos
2022-04-12,Clasificación,Aceptable,Aceptable,1.0,75.88103291534803,Cobertura Datos
2022-04-17,Regresión,Aceptable,Aceptable,1.0,89.47387220127868,Cobertura Datos
2022-04-18,Clasificación,Aceptable,Aceptable,1.0,83.54628370827125,Cobertura Datos
2022-04-17,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.4043744708814,Cobertura Datos
2022-04-22,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,92.0281510201069,Cobertura Datos
2022-04-22,Optimización,Aceptable,Aceptable,1.0,82.85744313670362,Cobertura Datos
2022-04-29,Análisis Predictivo,Aceptable,Aceptable,1.0,75.08210587643683,Cobertura Datos
2022-04-28,NLP,Aceptable,Aceptable,1.0,89.15268645186241,Cobertura Datos
2022-04-29,Clustering,Aceptable,Aceptable,1.0,80.8856315277657,Cobertura Datos
2022-04-27,Visión,Aceptable,Aceptable,1.0,85.46031456976492,Cobertura Datos
2022-04-25,NLP,Aceptable,Aceptable,1.0,72.7888975445224,Cobertura Datos
2022-05-01,Regresión,Aceptable,Aceptable,1.0,86.4211837274158,Cobertura Datos
2022-05-05,Regresión,Aceptable,Aceptable,1.0,79.71231271257324,Cobertura Datos
2022-05-05,Regresión,Aceptable,Aceptable,1.0,78.68893349268086,Cobertura Datos
2022-05-03,Optimización,Alta representatividad,Alta representatividad,1.0,95.47780504822283,Cobertura Datos
2022-05-01,Regresión,Aceptable,Aceptable,1.0,81.24319671176642,Cobertura Datos
2022-05-08,Clustering,Aceptable,Aceptable,1.0,87.62899783100909,Cobertura Datos
2022-05-13,Regresión,Aceptable,Aceptable,1.0,86.32091592491986,Cobertura Datos
2022-05-13,Regresión,Aceptable,Aceptable,1.0,72.7118923230141,Cobertura Datos
2022-05-12,Clustering,Aceptable,Aceptable,0.99,89.44611596367221,Cobertura Datos
2022-05-08,Clustering,Aceptable,Aceptable,1.0,78.40213928927298,Cobertura Datos
2022-05-20,Optimización,Alta representatividad,Alta representatividad,0.99,90.7724282791151,Cobertura Datos
2022-05-17,NLP,Aceptable,Aceptable,1.0,85.79866034799994,Cobertura Datos
2022-05-16,Visión,Aceptable,Aceptable,0.99,78.24437873879072,Cobertura Datos
2022-05-19,Regresión,Aceptable,Aceptable,1.0,79.26361696860783,Cobertura Datos
2022-05-17,Detección de Anomalías,Aceptable,Aceptable,1.0,89.01919161132538,Cobertura Datos
2022-05-24,Visión,Aceptable,Aceptable,1.0,84.30154219319492,Cobertura Datos
2022-05-25,Análisis Predictivo,Aceptable,Aceptable,1.0,87.3771270574542,Cobertura Datos
2022-05-23,Regresión,Aceptable,Aceptable,1.0,74.1162763479549,Cobertura Datos
2022-05-24,Regresión,Alta representatividad,Alta representatividad,1.0,90.46139347793888,Cobertura Datos
2022-05-25,Visión,Aceptable,Aceptable,0.99,78.3301742917909,Cobertura Datos
2022-06-01,Análisis Predictivo,Aceptable,Aceptable,1.0,86.11639294609951,Cobertura Datos
2022-05-29,NLP,Aceptable,Aceptable,1.0,72.98167545629222,Cobertura Datos
2022-06-03,Regresión,Aceptable,Aceptable,1.0,78.35692627008115,Cobertura Datos
2022-05-31,NLP,Aceptable,Aceptable,1.0,86.87054961973269,Cobertura Datos
2022-06-02,Clustering,Aceptable,Aceptable,1.0,77.1293594395465,Cobertura Datos
2022-06-05,Visión,Alta representatividad,Alta representatividad,1.0,92.88811711549523,Cobertura Datos
2022-06-06,NLP,Aceptable,Aceptable,1.0,87.19193838552893,Cobertura Datos
2022-06-10,Regresión,Alta representatividad,Alta representatividad,0.97,92.62723822571668,Cobertura Datos
2022-06-09,Detección de Anomalías,Aceptable,Aceptable,1.0,80.28015825852913,Cobertura Datos
2022-06-09,NLP,Aceptable,Aceptable,1.0,70.88361370824154,Cobertura Datos
2022-06-15,Clustering,Aceptable,Aceptable,1.0,84.97963904723267,Cobertura Datos
2022-06-14,Clasificación,Aceptable,Aceptable,0.99,78.81903107085968,Cobertura Datos
2022-06-15,Optimización,Aceptable,Aceptable,1.0,81.65289777398118,Cobertura Datos
2022-06-15,Visión,Aceptable,Aceptable,1.0,87.70886556199147,Cobertura Datos
2022-06-14,Optimización,Aceptable,Aceptable,1.0,88.21728134384266,Cobertura Datos
2022-06-21,Visión,Aceptable,Aceptable,1.0,70.7164667865112,Cobertura Datos
2022-06-21,Análisis Predictivo,Alta representatividad,Alta representatividad,0.81,90.00186949382994,Cobertura Datos
2022-06-22,Detección de Anomalías,Aceptable,Aceptable,1.0,82.83149178885805,Cobertura Datos
2022-06-24,NLP,Aceptable,Aceptable,1.0,84.4741681064383,Cobertura Datos
2022-06-21,Optimización,Aceptable,Aceptable,1.0,77.74784881493616,Cobertura Datos
2022-06-28,Análisis Predictivo,Aceptable,Aceptable,1.0,80.9416784360151,Cobertura Datos
2022-06-30,Análisis Predictivo,Aceptable,Aceptable,0.99,88.46975348346263,Cobertura Datos
2022-06-29,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,90.19455887655072,Cobertura Datos
2022-06-28,Optimización,Aceptable,Aceptable,1.0,80.06476071036742,Cobertura Datos
2022-06-29,Clasificación,Aceptable,Aceptable,1.0,87.96905584893457,Cobertura Datos
2022-07-04,Análisis Predictivo,Aceptable,Aceptable,1.0,76.70913104389938,Cobertura Datos
2022-07-03,Regresión,Alta representatividad,Alta representatividad,0.97,91.6325892946154,Cobertura Datos
2022-07-07,Clasificación,Aceptable,Aceptable,1.0,85.85517021159148,Cobertura Datos
2022-07-07,Clasificación,Alta representatividad,Alta representatividad,0.98,90.15484941773929,Cobertura Datos
2022-07-06,Regresión,Aceptable,Aceptable,1.0,82.40602616026402,Cobertura Datos
2022-07-12,Optimización,Aceptable,Aceptable,1.0,75.95684140953082,Cobertura Datos
2022-07-13,Optimización,Aceptable,Aceptable,1.0,81.16000894615473,Cobertura Datos
2022-07-15,NLP,Aceptable,Aceptable,1.0,79.91862025643634,Cobertura Datos
2022-07-10,Detección de Anomalías,Aceptable,Aceptable,1.0,78.65063012944414,Cobertura Datos
2022-07-14,NLP,Aceptable,Aceptable,1.0,75.51651744127842,Cobertura Datos
2022-07-21,Optimización,Aceptable,Aceptable,0.99,89.73834568887496,Cobertura Datos
2022-07-17,Detección de Anomalías,Aceptable,Aceptable,1.0,72.24514319433457,Cobertura Datos
2022-07-20,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,93.07658417703168,Cobertura Datos
2022-07-21,Optimización,Aceptable,Aceptable,1.0,74.55064279534159,Cobertura Datos
2022-07-19,Optimización,Alta representatividad,Alta representatividad,1.0,95.47671494814008,Cobertura Datos
2022-07-27,NLP,Alta representatividad,Alta representatividad,0.99,95.70016925026394,Cobertura Datos
2022-07-26,Regresión,Aceptable,Aceptable,1.0,80.35806307226994,Cobertura Datos
2022-07-29,Análisis Predictivo,Alta representatividad,Alta representatividad,0.99,95.68334788843885,Cobertura Datos
2022-07-29,Clustering,Alta representatividad,Alta representatividad,1.0,92.59578144929888,Cobertura Datos
2022-07-29,Clustering,Aceptable,Aceptable,1.0,72.1431872006133,Cobertura Datos
2022-08-01,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,94.63054265434408,Cobertura Datos
2022-07-31,Análisis Predictivo,Aceptable,Aceptable,1.0,71.10537403351944,Cobertura Datos
2022-08-05,Clustering,Aceptable,Aceptable,1.0,74.72977163721679,Cobertura Datos
2022-08-04,Clasificación,Aceptable,Aceptable,1.0,85.19948406201352,Cobertura Datos
2022-07-31,Regresión,Aceptable,Aceptable,1.0,72.09916663840035,Cobertura Datos
2022-08-07,Clasificación,Aceptable,Aceptable,1.0,74.20492168172359,Cobertura Datos
2022-08-09,Clustering,Alta representatividad,Alta representatividad,0.97,94.7907864649182,Cobertura Datos
2022-08-11,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,95.8618850070778,Cobertura Datos
2022-08-08,Optimización,Alta representatividad,Alta representatividad,1.0,90.75155008628772,Cobertura Datos
2022-08-07,Optimización,Aceptable,Aceptable,1.0,83.39544417808227,Cobertura Datos
2022-08-16,Visión,Alta representatividad,Alta representatividad,1.0,93.40782432798356,Cobertura Datos
2022-08-19,Optimización,Aceptable,Aceptable,1.0,72.90936804297277,Cobertura Datos
2022-08-16,Detección de Anomalías,Alta representatividad,Alta representatividad,0.98,94.51518860037022,Cobertura Datos
2022-08-19,Clasificación,Aceptable,Aceptable,1.0,79.14037611384124,Cobertura Datos
2022-08-18,Visión,Alta representatividad,Alta representatividad,0.99,92.39872417206304,Cobertura Datos
2022-08-24,Detección de Anomalías,Aceptable,Aceptable,0.96,87.37770855562016,Cobertura Datos
2022-08-24,Visión,Alta representatividad,Alta representatividad,0.99,94.96713190544877,Cobertura Datos
2022-08-22,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.48162664269128,Cobertura Datos
2022-08-26,Clasificación,Alta representatividad,Alta representatividad,0.99,93.08534315232356,Cobertura Datos
2022-08-23,Clustering,Aceptable,Aceptable,1.0,86.4256132591208,Cobertura Datos
2022-08-31,Optimización,Alta representatividad,Alta representatividad,1.0,91.66212180538317,Cobertura Datos
2022-08-28,Regresión,Aceptable,Aceptable,1.0,89.68540991979481,Cobertura Datos
2022-08-29,Visión,Aceptable,Aceptable,1.0,74.20220140350106,Cobertura Datos
2022-09-02,Detección de Anomalías,Aceptable,Aceptable,1.0,86.86351917518431,Cobertura Datos
2022-08-28,Detección de Anomalías,Aceptable,Aceptable,1.0,73.85256420952412,Cobertura Datos
2022-09-07,Clasificación,Alta representatividad,Alta representatividad,1.0,92.60585916902376,Cobertura Datos
2022-09-06,Clustering,Aceptable,Aceptable,1.0,71.71469478283917,Cobertura Datos
2022-09-07,NLP,Alta representatividad,Alta representatividad,1.0,95.66321342502516,Cobertura Datos
2022-09-05,Regresión,Aceptable,Aceptable,1.0,80.41629331958049,Cobertura Datos
2022-09-09,NLP,Aceptable,Aceptable,1.0,74.43636319623732,Cobertura Datos
2022-09-12,Detección de Anomalías,Alta representatividad,Alta representatividad,0.99,94.3275495751918,Cobertura Datos
2022-09-11,NLP,Aceptable,Aceptable,1.0,71.18107564197604,Cobertura Datos
2022-09-11,Análisis Predictivo,Aceptable,Aceptable,1.0,82.22274649723357,Cobertura Datos
2022-09-12,Regresión,Alta representatividad,Alta representatividad,0.6,90.02590532603708,Cobertura Datos
2022-09-11,Detección de Anomalías,Aceptable,Aceptable,1.0,78.23551236122422,Cobertura Datos
2022-09-22,Regresión,Aceptable,Aceptable,1.0,83.74970141747282,Cobertura Datos
2022-09-23,Clustering,Aceptable,Aceptable,1.0,88.21073842415885,Cobertura Datos
2022-09-19,NLP,Alta representatividad,Alta representatividad,0.99,94.75138694603434,Cobertura Datos
2022-09-23,Análisis Predictivo,Aceptable,Aceptable,1.0,72.67026862104677,Cobertura Datos
2022-09-18,Análisis Predictivo,Aceptable,Aceptable,1.0,74.0878942965879,Cobertura Datos
2022-09-30,Regresión,Aceptable,Aceptable,1.0,83.23064327504574,Cobertura Datos
2022-09-28,Optimización,Aceptable,Aceptable,1.0,80.88034898990122,Cobertura Datos
2022-09-27,Regresión,Aceptable,Aceptable,1.0,80.68070017777532,Cobertura Datos
2022-09-29,Clasificación,Aceptable,Aceptable,1.0,77.72099907633998,Cobertura Datos
2022-09-29,Visión,Aceptable,Aceptable,1.0,84.57780476123285,Cobertura Datos
2022-10-04,Optimización,Alta representatividad,Alta representatividad,1.0,92.96549674030862,Cobertura Datos
2022-10-04,Clustering,Aceptable,Aceptable,1.0,74.18403285398446,Cobertura Datos
2022-10-07,Análisis Predictivo,Aceptable,Aceptable,0.99,75.59744456688969,Cobertura Datos
2022-10-07,Optimización,Aceptable,Aceptable,0.99,87.44141094278922,Cobertura Datos
2022-10-05,Análisis Predictivo,Aceptable,Aceptable,1.0,71.4611390114699,Cobertura Datos
2022-10-14,Análisis Predictivo,Aceptable,Aceptable,1.0,87.51786918863816,Cobertura Datos
2022-10-11,Análisis Predictivo,Aceptable,Aceptable,1.0,78.17585992244676,Cobertura Datos
2022-10-13,Clasificación,Aceptable,Aceptable,1.0,79.30420221640038,Cobertura Datos
2022-10-12,Clasificación,Aceptable,Aceptable,1.0,80.54428371939541,Cobertura Datos
2022-10-11,Detección de Anomalías,Aceptable,Aceptable,1.0,79.08927659878458,Cobertura Datos
2022-10-19,Clustering,Alta representatividad,Alta representatividad,0.95,91.87145015326784,Cobertura Datos
2022-10-19,Clasificación,Alta representatividad,Alta representatividad,0.97,94.59777989240804,Cobertura Datos
2022-10-21,Clustering,Aceptable,Aceptable,1.0,84.2482983582209,Cobertura Datos
2022-10-21,Análisis Predictivo,Aceptable,Aceptable,1.0,85.12884096970842,Cobertura Datos
2022-10-16,Clustering,Aceptable,Aceptable,1.0,71.83256080834931,Cobertura Datos
2022-10-25,Regresión,Aceptable,Aceptable,1.0,88.54299013738601,Cobertura Datos
2022-10-28,Clustering,Aceptable,Aceptable,1.0,85.18657069706617,Cobertura Datos
2022-10-23,Visión,Aceptable,Aceptable,1.0,71.31025761899761,Cobertura Datos
2022-10-28,Optimización,Aceptable,Aceptable,1.0,75.15906734386428,Cobertura Datos
2022-10-27,Regresión,Aceptable,Aceptable,1.0,75.25052893020663,Cobertura Datos
2022-11-02,Visión,Aceptable,Aceptable,1.0,74.44516675052733,Cobertura Datos
2022-11-03,Análisis Predictivo,Aceptable,Aceptable,1.0,87.1247948201922,Cobertura Datos
2022-11-02,Regresión,Alta representatividad,Alta representatividad,1.0,94.13942999924998,Cobertura Datos
2022-11-01,Visión,Aceptable,Aceptable,0.98,89.83735845931734,Cobertura Datos
2022-10-31,Optimización,Aceptable,Aceptable,1.0,82.41171061556174,Cobertura Datos
2022-11-08,Detección de Anomalías,Aceptable,Aceptable,1.0,80.50533374759652,Cobertura Datos
2022-11-09,Detección de Anomalías,Aceptable,Aceptable,1.0,80.04791073803979,Cobertura Datos
2022-11-07,Clustering,Aceptable,Aceptable,1.0,85.63242090009145,Cobertura Datos
2022-11-07,Clustering,Aceptable,Aceptable,0.99,79.33973713255794,Cobertura Datos
2022-11-08,Clasificación,Aceptable,Aceptable,1.0,75.87917125090664,Cobertura Datos
2022-11-17,Regresión,Aceptable,Aceptable,1.0,85.67391557096515,Cobertura Datos
2022-11-15,Clasificación,Aceptable,Aceptable,1.0,80.1583407491169,Cobertura Datos
2022-11-16,Clasificación,Aceptable,Aceptable,1.0,70.36724555773968,Cobertura Datos
2022-11-17,Regresión,Aceptable,Aceptable,1.0,70.57800895273614,Cobertura Datos
2022-11-16,Regresión,Aceptable,Aceptable,1.0,77.12755189001487,Cobertura Datos
2022-11-25,Optimización,Aceptable,Aceptable,1.0,83.32297718717845,Cobertura Datos
2022-11-25,Regresión,Aceptable,Aceptable,1.0,79.2102271993677,Cobertura Datos
2022-11-24,Regresión,Aceptable,Aceptable,1.0,70.62543396207634,Cobertura Datos
2022-11-20,Clustering,Aceptable,Aceptable,1.0,75.80194585758426,Cobertura Datos
2022-11-24,Clasificación,Aceptable,Aceptable,1.0,72.50690202554001,Cobertura Datos
2022-11-27,Detección de Anomalías,Alta representatividad,Alta representatividad,0.99,94.66443203539684,Cobertura Datos
2022-11-30,Análisis Predictivo,Aceptable,Aceptable,1.0,78.13368596634169,Cobertura Datos
2022-11-29,Visión,Aceptable,Aceptable,1.0,70.38392566148289,Cobertura Datos
2022-11-30,Visión,Aceptable,Aceptable,1.0,87.17464455162724,Cobertura Datos
2022-11-29,Detección de Anomalías,Aceptable,Aceptable,1.0,76.04364645320324,Cobertura Datos
2022-12-09,Regresión,Aceptable,Aceptable,1.0,84.73514263080611,Cobertura Datos
2022-12-04,Visión,Aceptable,Aceptable,1.0,73.91938181984668,Cobertura Datos
2022-12-06,Visión,Alta representatividad,Alta representatividad,0.99,95.58434411318407,Cobertura Datos
2022-12-07,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,95.22673885069864,Cobertura Datos
2022-12-07,Regresión,Aceptable,Aceptable,1.0,87.05556714394795,Cobertura Datos
2022-12-14,Visión,Aceptable,Aceptable,1.0,88.38726816737358,Cobertura Datos
2022-12-15,Clustering,Aceptable,Aceptable,1.0,81.07285117358293,Cobertura Datos
2022-12-14,Optimización,Alta representatividad,Alta representatividad,1.0,95.0166629808724,Cobertura Datos
2022-12-15,Visión,Aceptable,Aceptable,1.0,81.01723012965122,Cobertura Datos
2022-12-12,Regresión,Aceptable,Aceptable,1.0,76.22616793260956,Cobertura Datos
2022-12-18,Análisis Predictivo,Aceptable,Aceptable,1.0,72.99984384970149,Cobertura Datos
2022-12-19,Clustering,Aceptable,Aceptable,1.0,75.41125780817403,Cobertura Datos
2022-12-19,Optimización,Aceptable,Aceptable,1.0,84.87755110214677,Cobertura Datos
2022-12-22,NLP,Aceptable,Aceptable,1.0,76.37238466642177,Cobertura Datos
2022-12-22,Clustering,Aceptable,Aceptable,1.0,87.01048513963616,Cobertura Datos
2022-12-25,Análisis Predictivo,Aceptable,Aceptable,1.0,79.9367975170112,Cobertura Datos
2022-12-25,Optimización,Alta representatividad,Alta representatividad,1.0,93.05869554084836,Cobertura Datos
2022-12-30,Clasificación,Aceptable,Aceptable,1.0,84.52042975410501,Cobertura Datos
2022-12-25,NLP,Aceptable,Aceptable,1.0,86.18770538063318,Cobertura Datos
2022-12-28,NLP,Aceptable,Aceptable,0.99,84.4705548778096,Cobertura Datos
2023-01-04,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,93.02478812896663,Cobertura Datos
2023-01-01,Clasificación,Aceptable,Aceptable,1.0,71.64890876615897,Cobertura Datos
2023-01-05,Clustering,Aceptable,Aceptable,1.0,71.75106638435938,Cobertura Datos
2023-01-02,NLP,Aceptable,Aceptable,1.0,88.24524636804345,Cobertura Datos
2023-01-01,NLP,Aceptable,Aceptable,0.99,89.96706145325263,Cobertura Datos
2023-01-13,Visión,Aceptable,Aceptable,1.0,81.27332487533116,Cobertura Datos
2023-01-08,NLP,Aceptable,Aceptable,1.0,79.15993540941085,Cobertura Datos
2023-01-09,Clasificación,Aceptable,Aceptable,1.0,77.22657172134075,Cobertura Datos
2023-01-10,Regresión,Aceptable,Aceptable,1.0,76.09426703167223,Cobertura Datos
2023-01-08,Detección de Anomalías,Alta representatividad,Alta representatividad,0.98,93.71092333164374,Cobertura Datos
2023-01-15,Optimización,Aceptable,Aceptable,0.99,77.67362820539047,Cobertura Datos
2023-01-18,Visión,Aceptable,Aceptable,1.0,86.8500486910911,Cobertura Datos
2023-01-16,Análisis Predictivo,Alta representatividad,Alta representatividad,0.95,90.46446428997416,Cobertura Datos
2023-01-20,Clustering,Aceptable,Aceptable,1.0,70.57113103963711,Cobertura Datos
2023-01-15,Clasificación,Aceptable,Aceptable,1.0,70.88072789696285,Cobertura Datos
2023-01-27,Clustering,Aceptable,Aceptable,1.0,78.6615725205716,Cobertura Datos
2023-01-22,NLP,Aceptable,Aceptable,1.0,88.09640935215629,Cobertura Datos
2023-01-24,Regresión,Aceptable,Aceptable,1.0,76.7807645168211,Cobertura Datos
2023-01-23,Visión,Aceptable,Aceptable,0.99,70.0385655512385,Cobertura Datos
2023-01-22,Visión,Aceptable,Aceptable,0.99,77.49184539854184,Cobertura Datos
2023-01-31,Análisis Predictivo,Aceptable,Aceptable,1.0,72.34340123273132,Cobertura Datos
2023-01-29,Clustering,Aceptable,Aceptable,1.0,75.7047459506004,Cobertura Datos
2023-02-02,Regresión,Aceptable,Aceptable,1.0,78.66294001818174,Cobertura Datos
2023-01-31,Análisis Predictivo,Aceptable,Aceptable,1.0,73.32949123178754,Cobertura Datos
2023-02-03,Regresión,Aceptable,Aceptable,1.0,88.36548291363916,Cobertura Datos
2023-02-09,Regresión,Aceptable,Aceptable,1.0,76.6539260321609,Cobertura Datos
2023-02-05,Detección de Anomalías,Aceptable,Aceptable,0.98,87.18846478192901,Cobertura Datos
2023-02-07,Clasificación,Aceptable,Aceptable,1.0,85.5748541733504,Cobertura Datos
2023-02-06,Optimización,Alta representatividad,Alta representatividad,1.0,93.34918268003712,Cobertura Datos
2023-02-10,Optimización,Aceptable,Aceptable,1.0,72.2862624809614,Cobertura Datos
2023-02-15,Análisis Predictivo,Aceptable,Aceptable,1.0,75.57981089545528,Cobertura Datos
2023-02-12,Análisis Predictivo,Alta representatividad,Alta representatividad,0.96,92.49463915514336,Cobertura Datos
2023-02-14,Clustering,Alta representatividad,Alta representatividad,1.0,91.37541786602802,Cobertura Datos
2023-02-16,Clustering,Aceptable,Aceptable,1.0,74.99474448673331,Cobertura Datos
2023-02-14,Detección de Anomalías,Aceptable,Aceptable,1.0,72.80113631059922,Cobertura Datos
2023-02-20,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,92.26227808012504,Cobertura Datos
2023-02-21,Optimización,Aceptable,Aceptable,1.0,74.63158947744232,Cobertura Datos
2023-02-23,Clasificación,Alta representatividad,Alta representatividad,1.0,92.64885235784068,Cobertura Datos
2023-02-19,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,94.98898218382126,Cobertura Datos
2023-02-24,NLP,Aceptable,Aceptable,1.0,75.74097260296743,Cobertura Datos
2023-03-02,Análisis Predictivo,Alta representatividad,Alta representatividad,0.99,91.85007759794482,Cobertura Datos
2023-03-03,NLP,Aceptable,Aceptable,1.0,81.01960833953883,Cobertura Datos
2023-03-03,NLP,Alta representatividad,Alta representatividad,0.99,90.50823904359088,Cobertura Datos
2023-03-02,Visión,Aceptable,Aceptable,1.0,80.59228406544992,Cobertura Datos
2023-03-02,Detección de Anomalías,Aceptable,Aceptable,1.0,71.83028556707663,Cobertura Datos
2023-03-08,Visión,Aceptable,Aceptable,1.0,88.53007708795528,Cobertura Datos
2023-03-10,Detección de Anomalías,Aceptable,Aceptable,1.0,73.91790463749305,Cobertura Datos
2023-03-05,Detección de Anomalías,Alta representatividad,Alta representatividad,0.99,94.10265232223416,Cobertura Datos
2023-03-08,Análisis Predictivo,Aceptable,Aceptable,1.0,80.86140335853823,Cobertura Datos
2023-03-10,Regresión,Aceptable,Aceptable,1.0,72.13200384564907,Cobertura Datos
2023-03-14,Análisis Predictivo,Aceptable,Aceptable,1.0,75.94048038412386,Cobertura Datos
2023-03-12,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,92.42545805416006,Cobertura Datos
2023-03-12,Clustering,Aceptable,Aceptable,1.0,78.34822221022797,Cobertura Datos
2023-03-17,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,92.26452786947192,Cobertura Datos
2023-03-14,Análisis Predictivo,Aceptable,Aceptable,1.0,74.47945519819586,Cobertura Datos
2023-03-21,Análisis Predictivo,Aceptable,Aceptable,1.0,82.17367121300965,Cobertura Datos
2023-03-23,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.83474678645202,Cobertura Datos
2023-03-24,NLP,Aceptable,Aceptable,1.0,71.25852564040467,Cobertura Datos
2023-03-24,Detección de Anomalías,Aceptable,Aceptable,1.0,77.91120675227012,Cobertura Datos
2023-03-19,Análisis Predictivo,Alta representatividad,Alta representatividad,0.97,93.65614132540844,Cobertura Datos
2023-03-27,Visión,Aceptable,Aceptable,1.0,85.50968452040911,Cobertura Datos
2023-03-31,Clustering,Aceptable,Aceptable,0.98,88.62203540657549,Cobertura Datos
2023-03-30,Clasificación,Alta representatividad,Alta representatividad,0.99,91.8953394034026,Cobertura Datos
2023-03-26,Visión,Aceptable,Aceptable,1.0,83.61350708299703,Cobertura Datos
2023-03-28,Visión,Alta representatividad,Alta representatividad,1.0,91.9795134265616,Cobertura Datos
2023-04-04,Visión,Aceptable,Aceptable,1.0,86.6078788373786,Cobertura Datos
2023-04-03,Clustering,Aceptable,Aceptable,1.0,87.82691171465106,Cobertura Datos
2023-04-02,Clasificación,Aceptable,Aceptable,1.0,73.97421583437162,Cobertura Datos
2023-04-05,Regresión,Alta representatividad,Alta representatividad,0.99,94.4144895601023,Cobertura Datos
2023-04-06,Clasificación,Alta representatividad,Alta representatividad,1.0,90.6981931113078,Cobertura Datos
2023-04-09,Optimización,Aceptable,Aceptable,1.0,76.60909589982589,Cobertura Datos
2023-04-12,Optimización,Aceptable,Aceptable,1.0,85.07986132595937,Cobertura Datos
2023-04-11,Clasificación,Aceptable,Aceptable,1.0,79.78811352639018,Cobertura Datos
2023-04-11,Análisis Predictivo,Aceptable,Aceptable,1.0,87.1704519690577,Cobertura Datos
2023-04-12,Clasificación,Alta representatividad,Alta representatividad,1.0,95.83741792326424,Cobertura Datos
2023-04-19,NLP,Aceptable,Aceptable,1.0,71.18940632573477,Cobertura Datos
2023-04-17,Optimización,Alta representatividad,Alta representatividad,1.0,94.76561458705424,Cobertura Datos
2023-04-16,Clasificación,Aceptable,Aceptable,0.99,71.8821746357349,Cobertura Datos
2023-04-18,Detección de Anomalías,Aceptable,Aceptable,1.0,81.97988053186023,Cobertura Datos
2023-04-20,Regresión,Aceptable,Aceptable,1.0,82.53483921542933,Cobertura Datos
2023-04-25,Detección de Anomalías,Aceptable,Aceptable,1.0,76.98683581959503,Cobertura Datos
2023-04-23,Clustering,Aceptable,Aceptable,1.0,84.73418143755185,Cobertura Datos
2023-04-26,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,91.6830678048043,Cobertura Datos
2023-04-24,NLP,Aceptable,Aceptable,1.0,77.64301671149309,Cobertura Datos
2023-04-25,NLP,Aceptable,Aceptable,1.0,71.83052837895558,Cobertura Datos
2023-05-01,Regresión,Aceptable,Aceptable,1.0,86.43937621667281,Cobertura Datos
2023-05-03,Análisis Predictivo,Aceptable,Aceptable,1.0,89.54537335785454,Cobertura Datos
2023-05-05,Regresión,Alta representatividad,Alta representatividad,0.99,94.81759825469784,Cobertura Datos
2023-04-30,Análisis Predictivo,Aceptable,Aceptable,1.0,74.14764081792795,Cobertura Datos
2023-05-02,Visión,Alta representatividad,Alta representatividad,1.0,93.43535651092492,Cobertura Datos
2023-05-07,NLP,Aceptable,Aceptable,1.0,82.53521040691692,Cobertura Datos
2023-05-11,Optimización,Aceptable,Aceptable,1.0,76.12971416262508,Cobertura Datos
2023-05-07,NLP,Alta representatividad,Alta representatividad,1.0,95.031460225103,Cobertura Datos
2023-05-12,Clasificación,Aceptable,Aceptable,1.0,76.19916103394439,Cobertura Datos
2023-05-10,NLP,Aceptable,Aceptable,1.0,89.06954882913422,Cobertura Datos
2023-05-17,NLP,Alta representatividad,Alta representatividad,0.97,90.40705623850737,Cobertura Datos
2023-05-18,Optimización,Aceptable,Aceptable,1.0,81.19349536302171,Cobertura Datos
2023-05-14,Optimización,Aceptable,Aceptable,1.0,87.93960596290057,Cobertura Datos
2023-05-19,Optimización,Aceptable,Aceptable,0.97,84.88440395076053,Cobertura Datos
2023-05-17,NLP,Aceptable,Aceptable,1.0,74.99285156326106,Cobertura Datos
2023-05-24,Clasificación,Aceptable,Aceptable,0.87,89.75708493495199,Cobertura Datos
2023-05-24,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,94.12841976574728,Cobertura Datos
2023-05-24,Regresión,Aceptable,Aceptable,1.0,82.70458942269764,Cobertura Datos
2023-05-22,NLP,Alta representatividad,Alta representatividad,1.0,95.85206660573571,Cobertura Datos
2023-05-23,Análisis Predictivo,Aceptable,Aceptable,1.0,81.12709815190638,Cobertura Datos
2023-05-29,Análisis Predictivo,Aceptable,Aceptable,1.0,82.4731509674571,Cobertura Datos
2023-05-31,NLP,Aceptable,Aceptable,0.99,87.5213353633145,Cobertura Datos
2023-06-02,Detección de Anomalías,Aceptable,Aceptable,1.0,74.83002374983293,Cobertura Datos
