sprint,fecha_inicio,año,semana,equipo,velocidad_puntos_historia,tendencia,rendimiento
Sprint_124,2022-05-15,2022,19,Equipo Seguridad,60,Creciente,Buen rendimiento
Sprint_124,2022-05-15,2022,19,Equipo Datos,59,Creciente,Buen rendimiento
Sprint_124,2022-05-15,2022,19,Equipo Integración,41,Estable,Buen rendimiento
Sprint_125,2022-05-22,2022,20,Equipo Desarrollo,23,Decreciente,Posible sobrecarga
Sprint_125,2022-05-22,2022,20,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_125,2022-05-22,2022,20,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_125,2022-05-22,2022,20,Equipo Datos,60,Creciente,Buen rendimiento
Sprint_125,2022-05-22,2022,20,Equipo Integración,64,Creciente,Buen rendimiento
Sprint_126,2022-05-29,2022,21,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_126,2022-05-29,2022,21,Equipo Infraestructura,59,Creciente,Buen rendimiento
Sprint_126,2022-05-29,2022,21,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_126,2022-05-29,2022,21,Equipo Datos,43,Estable,Buen rendimiento
Sprint_126,2022-05-29,2022,21,Equipo Integración,51,Creciente,Buen rendimiento
Sprint_127,2022-06-05,2022,22,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_127,2022-06-05,2022,22,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_127,2022-06-05,2022,22,Equipo Seguridad,55,Creciente,Buen rendimiento
Sprint_127,2022-06-05,2022,22,Equipo Datos,46,Creciente,Buen rendimiento
Sprint_127,2022-06-05,2022,22,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_128,2022-06-12,2022,23,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_128,2022-06-12,2022,23,Equipo Infraestructura,27,Decreciente,Posible sobrecarga
Sprint_128,2022-06-12,2022,23,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_128,2022-06-12,2022,23,Equipo Datos,55,Creciente,Buen rendimiento
Sprint_128,2022-06-12,2022,23,Equipo Integración,39,Estable,Buen rendimiento
Sprint_129,2022-06-19,2022,24,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_129,2022-06-19,2022,24,Equipo Infraestructura,54,Creciente,Buen rendimiento
Sprint_129,2022-06-19,2022,24,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_129,2022-06-19,2022,24,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_129,2022-06-19,2022,24,Equipo Integración,43,Estable,Buen rendimiento
Sprint_130,2022-06-26,2022,25,Equipo Desarrollo,42,Estable,Buen rendimiento
Sprint_130,2022-06-26,2022,25,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_130,2022-06-26,2022,25,Equipo Seguridad,46,Creciente,Buen rendimiento
Sprint_130,2022-06-26,2022,25,Equipo Datos,38,Estable,Buen rendimiento
Sprint_130,2022-06-26,2022,25,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_131,2022-07-03,2022,26,Equipo Desarrollo,38,Estable,Buen rendimiento
Sprint_131,2022-07-03,2022,26,Equipo Infraestructura,28,Decreciente,Posible sobrecarga
Sprint_131,2022-07-03,2022,26,Equipo Seguridad,36,Estable,Buen rendimiento
Sprint_131,2022-07-03,2022,26,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_131,2022-07-03,2022,26,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_132,2022-07-10,2022,27,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_132,2022-07-10,2022,27,Equipo Infraestructura,63,Creciente,Buen rendimiento
Sprint_132,2022-07-10,2022,27,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_132,2022-07-10,2022,27,Equipo Datos,63,Creciente,Buen rendimiento
Sprint_132,2022-07-10,2022,27,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_133,2022-07-17,2022,28,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_133,2022-07-17,2022,28,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_133,2022-07-17,2022,28,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_133,2022-07-17,2022,28,Equipo Datos,37,Estable,Buen rendimiento
Sprint_133,2022-07-17,2022,28,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_134,2022-07-24,2022,29,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_134,2022-07-24,2022,29,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_134,2022-07-24,2022,29,Equipo Seguridad,62,Creciente,Buen rendimiento
Sprint_134,2022-07-24,2022,29,Equipo Datos,25,Decreciente,Posible sobrecarga
Sprint_134,2022-07-24,2022,29,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_135,2022-07-31,2022,30,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_135,2022-07-31,2022,30,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_135,2022-07-31,2022,30,Equipo Seguridad,56,Creciente,Buen rendimiento
Sprint_135,2022-07-31,2022,30,Equipo Datos,44,Estable,Buen rendimiento
Sprint_135,2022-07-31,2022,30,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_136,2022-08-07,2022,31,Equipo Desarrollo,49,Creciente,Buen rendimiento
Sprint_136,2022-08-07,2022,31,Equipo Infraestructura,44,Estable,Buen rendimiento
Sprint_136,2022-08-07,2022,31,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_136,2022-08-07,2022,31,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_136,2022-08-07,2022,31,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_137,2022-08-14,2022,32,Equipo Desarrollo,35,Decreciente,Posible sobrecarga
Sprint_137,2022-08-14,2022,32,Equipo Infraestructura,59,Creciente,Buen rendimiento
Sprint_137,2022-08-14,2022,32,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_137,2022-08-14,2022,32,Equipo Datos,22,Decreciente,Posible sobrecarga
Sprint_137,2022-08-14,2022,32,Equipo Integración,64,Creciente,Buen rendimiento
Sprint_138,2022-08-21,2022,33,Equipo Desarrollo,36,Estable,Buen rendimiento
Sprint_138,2022-08-21,2022,33,Equipo Infraestructura,61,Creciente,Buen rendimiento
Sprint_138,2022-08-21,2022,33,Equipo Seguridad,54,Creciente,Buen rendimiento
Sprint_138,2022-08-21,2022,33,Equipo Datos,36,Estable,Buen rendimiento
Sprint_138,2022-08-21,2022,33,Equipo Integración,33,Decreciente,Posible sobrecarga
Sprint_139,2022-08-28,2022,34,Equipo Desarrollo,55,Creciente,Buen rendimiento
Sprint_139,2022-08-28,2022,34,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_139,2022-08-28,2022,34,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_139,2022-08-28,2022,34,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_139,2022-08-28,2022,34,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_140,2022-09-04,2022,35,Equipo Desarrollo,64,Creciente,Buen rendimiento
Sprint_140,2022-09-04,2022,35,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_140,2022-09-04,2022,35,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_140,2022-09-04,2022,35,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_140,2022-09-04,2022,35,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_141,2022-09-11,2022,36,Equipo Desarrollo,64,Creciente,Buen rendimiento
Sprint_141,2022-09-11,2022,36,Equipo Infraestructura,32,Decreciente,Posible sobrecarga
Sprint_141,2022-09-11,2022,36,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_141,2022-09-11,2022,36,Equipo Datos,46,Creciente,Buen rendimiento
Sprint_141,2022-09-11,2022,36,Equipo Integración,49,Creciente,Buen rendimiento
Sprint_142,2022-09-18,2022,37,Equipo Desarrollo,42,Estable,Buen rendimiento
Sprint_142,2022-09-18,2022,37,Equipo Infraestructura,63,Creciente,Buen rendimiento
Sprint_142,2022-09-18,2022,37,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_142,2022-09-18,2022,37,Equipo Datos,41,Estable,Buen rendimiento
Sprint_142,2022-09-18,2022,37,Equipo Integración,33,Decreciente,Posible sobrecarga
Sprint_143,2022-09-25,2022,38,Equipo Desarrollo,48,Creciente,Buen rendimiento
Sprint_143,2022-09-25,2022,38,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_143,2022-09-25,2022,38,Equipo Seguridad,56,Creciente,Buen rendimiento
Sprint_143,2022-09-25,2022,38,Equipo Datos,57,Creciente,Buen rendimiento
Sprint_143,2022-09-25,2022,38,Equipo Integración,28,Decreciente,Posible sobrecarga
Sprint_144,2022-10-02,2022,39,Equipo Desarrollo,55,Creciente,Buen rendimiento
Sprint_144,2022-10-02,2022,39,Equipo Infraestructura,49,Creciente,Buen rendimiento
Sprint_144,2022-10-02,2022,39,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_144,2022-10-02,2022,39,Equipo Datos,61,Creciente,Buen rendimiento
Sprint_144,2022-10-02,2022,39,Equipo Integración,47,Creciente,Buen rendimiento
Sprint_145,2022-10-09,2022,40,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_145,2022-10-09,2022,40,Equipo Infraestructura,45,Creciente,Buen rendimiento
Sprint_145,2022-10-09,2022,40,Equipo Seguridad,61,Creciente,Buen rendimiento
Sprint_145,2022-10-09,2022,40,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_145,2022-10-09,2022,40,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_146,2022-10-16,2022,41,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_146,2022-10-16,2022,41,Equipo Infraestructura,27,Decreciente,Posible sobrecarga
Sprint_146,2022-10-16,2022,41,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_146,2022-10-16,2022,41,Equipo Datos,46,Creciente,Buen rendimiento
Sprint_146,2022-10-16,2022,41,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_147,2022-10-23,2022,42,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_147,2022-10-23,2022,42,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_147,2022-10-23,2022,42,Equipo Seguridad,56,Creciente,Buen rendimiento
Sprint_147,2022-10-23,2022,42,Equipo Datos,48,Creciente,Buen rendimiento
Sprint_147,2022-10-23,2022,42,Equipo Integración,58,Creciente,Buen rendimiento
Sprint_148,2022-10-30,2022,43,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_148,2022-10-30,2022,43,Equipo Infraestructura,62,Creciente,Buen rendimiento
Sprint_148,2022-10-30,2022,43,Equipo Seguridad,41,Estable,Buen rendimiento
Sprint_148,2022-10-30,2022,43,Equipo Datos,60,Creciente,Buen rendimiento
Sprint_148,2022-10-30,2022,43,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_149,2022-11-06,2022,44,Equipo Desarrollo,27,Decreciente,Posible sobrecarga
Sprint_149,2022-11-06,2022,44,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_149,2022-11-06,2022,44,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_149,2022-11-06,2022,44,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_149,2022-11-06,2022,44,Equipo Integración,51,Creciente,Buen rendimiento
Sprint_150,2022-11-13,2022,45,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_150,2022-11-13,2022,45,Equipo Infraestructura,50,Creciente,Buen rendimiento
Sprint_150,2022-11-13,2022,45,Equipo Seguridad,64,Creciente,Buen rendimiento
Sprint_150,2022-11-13,2022,45,Equipo Datos,25,Decreciente,Posible sobrecarga
Sprint_150,2022-11-13,2022,45,Equipo Integración,39,Estable,Buen rendimiento
Sprint_151,2022-11-20,2022,46,Equipo Desarrollo,42,Estable,Buen rendimiento
Sprint_151,2022-11-20,2022,46,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_151,2022-11-20,2022,46,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_151,2022-11-20,2022,46,Equipo Datos,23,Decreciente,Posible sobrecarga
Sprint_151,2022-11-20,2022,46,Equipo Integración,23,Decreciente,Posible sobrecarga
Sprint_152,2022-11-27,2022,47,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_152,2022-11-27,2022,47,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_152,2022-11-27,2022,47,Equipo Seguridad,25,Decreciente,Posible sobrecarga
Sprint_152,2022-11-27,2022,47,Equipo Datos,61,Creciente,Buen rendimiento
Sprint_152,2022-11-27,2022,47,Equipo Integración,43,Estable,Buen rendimiento
Sprint_153,2022-12-04,2022,48,Equipo Desarrollo,34,Decreciente,Posible sobrecarga
Sprint_153,2022-12-04,2022,48,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_153,2022-12-04,2022,48,Equipo Seguridad,53,Creciente,Buen rendimiento
Sprint_153,2022-12-04,2022,48,Equipo Datos,58,Creciente,Buen rendimiento
Sprint_153,2022-12-04,2022,48,Equipo Integración,41,Estable,Buen rendimiento
Sprint_154,2022-12-11,2022,49,Equipo Desarrollo,34,Decreciente,Posible sobrecarga
Sprint_154,2022-12-11,2022,49,Equipo Infraestructura,32,Decreciente,Posible sobrecarga
Sprint_154,2022-12-11,2022,49,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_154,2022-12-11,2022,49,Equipo Datos,40,Estable,Buen rendimiento
Sprint_154,2022-12-11,2022,49,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_155,2022-12-18,2022,50,Equipo Desarrollo,49,Creciente,Buen rendimiento
Sprint_155,2022-12-18,2022,50,Equipo Infraestructura,29,Decreciente,Posible sobrecarga
Sprint_155,2022-12-18,2022,50,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_155,2022-12-18,2022,50,Equipo Datos,53,Creciente,Buen rendimiento
Sprint_155,2022-12-18,2022,50,Equipo Integración,42,Estable,Buen rendimiento
Sprint_156,2022-12-25,2022,51,Equipo Desarrollo,33,Decreciente,Posible sobrecarga
Sprint_156,2022-12-25,2022,51,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_156,2022-12-25,2022,51,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_156,2022-12-25,2022,51,Equipo Datos,55,Creciente,Buen rendimiento
Sprint_156,2022-12-25,2022,51,Equipo Integración,35,Decreciente,Posible sobrecarga
Sprint_157,2023-01-01,2023,52,Equipo Desarrollo,42,Estable,Buen rendimiento
Sprint_157,2023-01-01,2023,52,Equipo Infraestructura,28,Decreciente,Posible sobrecarga
Sprint_157,2023-01-01,2023,52,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_157,2023-01-01,2023,52,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_157,2023-01-01,2023,52,Equipo Integración,52,Creciente,Buen rendimiento
Sprint_158,2023-01-08,2023,1,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_158,2023-01-08,2023,1,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_158,2023-01-08,2023,1,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_158,2023-01-08,2023,1,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_158,2023-01-08,2023,1,Equipo Integración,22,Decreciente,Posible sobrecarga
Sprint_159,2023-01-15,2023,2,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_159,2023-01-15,2023,2,Equipo Infraestructura,30,Decreciente,Posible sobrecarga
Sprint_159,2023-01-15,2023,2,Equipo Seguridad,65,Creciente,Buen rendimiento
Sprint_159,2023-01-15,2023,2,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_159,2023-01-15,2023,2,Equipo Integración,35,Decreciente,Posible sobrecarga
Sprint_160,2023-01-22,2023,3,Equipo Desarrollo,43,Estable,Buen rendimiento
Sprint_160,2023-01-22,2023,3,Equipo Infraestructura,26,Decreciente,Posible sobrecarga
Sprint_160,2023-01-22,2023,3,Equipo Seguridad,34,Decreciente,Posible sobrecarga
Sprint_160,2023-01-22,2023,3,Equipo Datos,40,Estable,Buen rendimiento
Sprint_160,2023-01-22,2023,3,Equipo Integración,37,Estable,Buen rendimiento
Sprint_161,2023-01-29,2023,4,Equipo Desarrollo,50,Creciente,Buen rendimiento
Sprint_161,2023-01-29,2023,4,Equipo Infraestructura,55,Creciente,Buen rendimiento
Sprint_161,2023-01-29,2023,4,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_161,2023-01-29,2023,4,Equipo Datos,55,Creciente,Buen rendimiento
Sprint_161,2023-01-29,2023,4,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_162,2023-02-05,2023,5,Equipo Desarrollo,61,Creciente,Buen rendimiento
Sprint_162,2023-02-05,2023,5,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_162,2023-02-05,2023,5,Equipo Seguridad,49,Creciente,Buen rendimiento
Sprint_162,2023-02-05,2023,5,Equipo Datos,58,Creciente,Buen rendimiento
Sprint_162,2023-02-05,2023,5,Equipo Integración,44,Estable,Buen rendimiento
Sprint_163,2023-02-12,2023,6,Equipo Desarrollo,23,Decreciente,Posible sobrecarga
Sprint_163,2023-02-12,2023,6,Equipo Infraestructura,62,Creciente,Buen rendimiento
Sprint_163,2023-02-12,2023,6,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_163,2023-02-12,2023,6,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_163,2023-02-12,2023,6,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_164,2023-02-19,2023,7,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_164,2023-02-19,2023,7,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_164,2023-02-19,2023,7,Equipo Seguridad,25,Decreciente,Posible sobrecarga
Sprint_164,2023-02-19,2023,7,Equipo Datos,65,Creciente,Buen rendimiento
Sprint_164,2023-02-19,2023,7,Equipo Integración,38,Estable,Buen rendimiento
Sprint_165,2023-02-26,2023,8,Equipo Desarrollo,58,Creciente,Buen rendimiento
Sprint_165,2023-02-26,2023,8,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_165,2023-02-26,2023,8,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_165,2023-02-26,2023,8,Equipo Datos,23,Decreciente,Posible sobrecarga
Sprint_165,2023-02-26,2023,8,Equipo Integración,43,Estable,Buen rendimiento
Sprint_166,2023-03-05,2023,9,Equipo Desarrollo,50,Creciente,Buen rendimiento
Sprint_166,2023-03-05,2023,9,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_166,2023-03-05,2023,9,Equipo Seguridad,23,Decreciente,Posible sobrecarga
Sprint_166,2023-03-05,2023,9,Equipo Datos,40,Estable,Buen rendimiento
Sprint_166,2023-03-05,2023,9,Equipo Integración,41,Estable,Buen rendimiento
Sprint_167,2023-03-12,2023,10,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_167,2023-03-12,2023,10,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_167,2023-03-12,2023,10,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_167,2023-03-12,2023,10,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_167,2023-03-12,2023,10,Equipo Integración,36,Estable,Buen rendimiento
Sprint_168,2023-03-19,2023,11,Equipo Desarrollo,29,Decreciente,Posible sobrecarga
Sprint_168,2023-03-19,2023,11,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_168,2023-03-19,2023,11,Equipo Seguridad,66,Creciente,Buen rendimiento
Sprint_168,2023-03-19,2023,11,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_168,2023-03-19,2023,11,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_169,2023-03-26,2023,12,Equipo Desarrollo,49,Creciente,Buen rendimiento
Sprint_169,2023-03-26,2023,12,Equipo Infraestructura,66,Creciente,Buen rendimiento
Sprint_169,2023-03-26,2023,12,Equipo Seguridad,55,Creciente,Buen rendimiento
Sprint_169,2023-03-26,2023,12,Equipo Datos,64,Creciente,Buen rendimiento
Sprint_169,2023-03-26,2023,12,Equipo Integración,45,Creciente,Buen rendimiento
Sprint_170,2023-04-02,2023,13,Equipo Desarrollo,42,Estable,Buen rendimiento
Sprint_170,2023-04-02,2023,13,Equipo Infraestructura,39,Estable,Buen rendimiento
Sprint_170,2023-04-02,2023,13,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_170,2023-04-02,2023,13,Equipo Datos,28,Decreciente,Posible sobrecarga
Sprint_170,2023-04-02,2023,13,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_171,2023-04-09,2023,14,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_171,2023-04-09,2023,14,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_171,2023-04-09,2023,14,Equipo Seguridad,36,Estable,Buen rendimiento
Sprint_171,2023-04-09,2023,14,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_171,2023-04-09,2023,14,Equipo Integración,39,Estable,Buen rendimiento
Sprint_172,2023-04-16,2023,15,Equipo Desarrollo,65,Creciente,Buen rendimiento
Sprint_172,2023-04-16,2023,15,Equipo Infraestructura,53,Creciente,Buen rendimiento
Sprint_172,2023-04-16,2023,15,Equipo Seguridad,47,Creciente,Buen rendimiento
Sprint_172,2023-04-16,2023,15,Equipo Datos,29,Decreciente,Posible sobrecarga
Sprint_172,2023-04-16,2023,15,Equipo Integración,48,Creciente,Buen rendimiento
Sprint_173,2023-04-23,2023,16,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_173,2023-04-23,2023,16,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_173,2023-04-23,2023,16,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_173,2023-04-23,2023,16,Equipo Datos,43,Estable,Buen rendimiento
Sprint_173,2023-04-23,2023,16,Equipo Integración,46,Creciente,Buen rendimiento
Sprint_174,2023-04-30,2023,17,Equipo Desarrollo,62,Creciente,Buen rendimiento
Sprint_174,2023-04-30,2023,17,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_174,2023-04-30,2023,17,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_174,2023-04-30,2023,17,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_174,2023-04-30,2023,17,Equipo Integración,43,Estable,Buen rendimiento
Sprint_175,2023-05-07,2023,18,Equipo Desarrollo,28,Decreciente,Posible sobrecarga
Sprint_175,2023-05-07,2023,18,Equipo Infraestructura,49,Creciente,Buen rendimiento
Sprint_175,2023-05-07,2023,18,Equipo Seguridad,65,Creciente,Buen rendimiento
Sprint_175,2023-05-07,2023,18,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_175,2023-05-07,2023,18,Equipo Integración,22,Decreciente,Posible sobrecarga
Sprint_176,2023-05-14,2023,19,Equipo Desarrollo,38,Estable,Buen rendimiento
Sprint_176,2023-05-14,2023,19,Equipo Infraestructura,49,Creciente,Buen rendimiento
Sprint_176,2023-05-14,2023,19,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_176,2023-05-14,2023,19,Equipo Datos,22,Decreciente,Posible sobrecarga
Sprint_176,2023-05-14,2023,19,Equipo Integración,66,Creciente,Buen rendimiento
Sprint_177,2023-05-21,2023,20,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_177,2023-05-21,2023,20,Equipo Infraestructura,32,Decreciente,Posible sobrecarga
Sprint_177,2023-05-21,2023,20,Equipo Seguridad,23,Decreciente,Posible sobrecarga
Sprint_177,2023-05-21,2023,20,Equipo Datos,40,Estable,Buen rendimiento
Sprint_177,2023-05-21,2023,20,Equipo Integración,36,Estable,Buen rendimiento
Sprint_178,2023-05-28,2023,21,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_178,2023-05-28,2023,21,Equipo Infraestructura,53,Creciente,Buen rendimiento
Sprint_178,2023-05-28,2023,21,Equipo Seguridad,32,Decreciente,Posible sobrecarga
Sprint_178,2023-05-28,2023,21,Equipo Datos,32,Decreciente,Posible sobrecarga
Sprint_178,2023-05-28,2023,21,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_179,2023-06-04,2023,22,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_179,2023-06-04,2023,22,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_179,2023-06-04,2023,22,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_179,2023-06-04,2023,22,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_179,2023-06-04,2023,22,Equipo Integración,26,Decreciente,Posible sobrecarga
Sprint_180,2023-06-11,2023,23,Equipo Desarrollo,34,Decreciente,Posible sobrecarga
Sprint_180,2023-06-11,2023,23,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_180,2023-06-11,2023,23,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_180,2023-06-11,2023,23,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_180,2023-06-11,2023,23,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_181,2023-06-18,2023,24,Equipo Desarrollo,50,Creciente,Buen rendimiento
Sprint_181,2023-06-18,2023,24,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_181,2023-06-18,2023,24,Equipo Seguridad,29,Decreciente,Posible sobrecarga
Sprint_181,2023-06-18,2023,24,Equipo Datos,51,Creciente,Buen rendimiento
Sprint_181,2023-06-18,2023,24,Equipo Integración,42,Estable,Buen rendimiento
Sprint_182,2023-06-25,2023,25,Equipo Desarrollo,22,Decreciente,Posible sobrecarga
Sprint_182,2023-06-25,2023,25,Equipo Infraestructura,31,Decreciente,Posible sobrecarga
Sprint_182,2023-06-25,2023,25,Equipo Seguridad,33,Decreciente,Posible sobrecarga
Sprint_182,2023-06-25,2023,25,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_182,2023-06-25,2023,25,Equipo Integración,58,Creciente,Buen rendimiento
Sprint_183,2023-07-02,2023,26,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_183,2023-07-02,2023,26,Equipo Infraestructura,62,Creciente,Buen rendimiento
Sprint_183,2023-07-02,2023,26,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_183,2023-07-02,2023,26,Equipo Datos,43,Estable,Buen rendimiento
Sprint_183,2023-07-02,2023,26,Equipo Integración,30,Decreciente,Posible sobrecarga
Sprint_184,2023-07-09,2023,27,Equipo Desarrollo,61,Creciente,Buen rendimiento
Sprint_184,2023-07-09,2023,27,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_184,2023-07-09,2023,27,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_184,2023-07-09,2023,27,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_184,2023-07-09,2023,27,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_185,2023-07-16,2023,28,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_185,2023-07-16,2023,28,Equipo Infraestructura,35,Decreciente,Posible sobrecarga
Sprint_185,2023-07-16,2023,28,Equipo Seguridad,27,Decreciente,Posible sobrecarga
Sprint_185,2023-07-16,2023,28,Equipo Datos,55,Creciente,Buen rendimiento
Sprint_185,2023-07-16,2023,28,Equipo Integración,61,Creciente,Buen rendimiento
Sprint_186,2023-07-23,2023,29,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_186,2023-07-23,2023,29,Equipo Infraestructura,26,Decreciente,Posible sobrecarga
