fecha,mes,año,semana,trimestre,area_proceso,procesos_totales,procesos_documentados,porcentaje_documentacion,estado
2022-07-10,2022-07,2022,27,Q3,Gestión de Requisitos,8,6,82.94,Aceptable
2022-07-10,2022-07,2022,27,Q3,Desarrollo de Software,7,5,80.94,Aceptable
2022-07-10,2022-07,2022,27,Q3,Gestión de Configuración,8,6,79.93,Aceptable
2022-07-10,2022-07,2022,27,Q3,Aseguramiento de Calidad,11,8,78.27,Aceptable
2022-07-10,2022-07,2022,27,Q3,Gestión de Riesgos,11,9,83.05,Aceptable
2022-07-10,2022-07,2022,27,Q3,Gestión de Proveedores,13,10,84.05,Aceptable
2022-07-10,2022-07,2022,27,Q3,Medición y Análisis,5,3,78.21,Aceptable
2022-07-10,2022-07,2022,27,Q3,Mejora de Procesos,5,4,84.41,Aceptable
2022-07-10,2022-07,2022,27,Q3,Gestión de Recursos Humanos,11,9,86.71,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Proyectos,13,10,80.39,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Requisitos,8,6,80.83,Aceptable
2022-07-17,2022-07,2022,28,Q3,Desarrollo de Software,13,10,80.77,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Configuración,11,9,82.79,Aceptable
2022-07-17,2022-07,2022,28,Q3,Aseguramiento de Calidad,14,11,83.15,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Riesgos,10,8,81.16,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Proveedores,12,9,81.41,Aceptable
2022-07-17,2022-07,2022,28,Q3,Medición y Análisis,11,8,78.69,Aceptable
2022-07-17,2022-07,2022,28,Q3,Mejora de Procesos,11,8,79.71,Aceptable
2022-07-17,2022-07,2022,28,Q3,Gestión de Recursos Humanos,10,8,83.77,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Proyectos,13,10,78.72,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Requisitos,6,4,78.91,Aceptable
2022-07-24,2022-07,2022,29,Q3,Desarrollo de Software,8,6,83.53,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Configuración,11,9,87.02,Aceptable
2022-07-24,2022-07,2022,29,Q3,Aseguramiento de Calidad,5,4,81.41,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Riesgos,12,9,80.11,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Proveedores,5,4,82.26,Aceptable
2022-07-24,2022-07,2022,29,Q3,Medición y Análisis,6,5,87.8,Aceptable
2022-07-24,2022-07,2022,29,Q3,Mejora de Procesos,8,6,85.52,Aceptable
2022-07-24,2022-07,2022,29,Q3,Gestión de Recursos Humanos,10,8,86.6,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Proyectos,7,6,87.83,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Requisitos,13,11,87.99,Aceptable
2022-07-31,2022-07,2022,30,Q3,Desarrollo de Software,9,7,78.94,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Configuración,5,3,79.7,Aceptable
2022-07-31,2022-07,2022,30,Q3,Aseguramiento de Calidad,13,10,83.21,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Riesgos,11,9,85.23,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Proveedores,14,12,85.97,Aceptable
2022-07-31,2022-07,2022,30,Q3,Medición y Análisis,13,10,79.4,Aceptable
2022-07-31,2022-07,2022,30,Q3,Mejora de Procesos,12,9,81.22,Aceptable
2022-07-31,2022-07,2022,30,Q3,Gestión de Recursos Humanos,6,4,79.33,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Proyectos,14,11,82.93,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Requisitos,10,8,85.01,Aceptable
2022-08-07,2022-08,2022,31,Q3,Desarrollo de Software,13,10,84.1,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Configuración,7,5,79.22,Aceptable
2022-08-07,2022-08,2022,31,Q3,Aseguramiento de Calidad,6,4,81.26,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Riesgos,14,11,82.54,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Proveedores,6,5,86.68,Aceptable
2022-08-07,2022-08,2022,31,Q3,Medición y Análisis,7,5,82.04,Aceptable
2022-08-07,2022-08,2022,31,Q3,Mejora de Procesos,9,7,79.68,Aceptable
2022-08-07,2022-08,2022,31,Q3,Gestión de Recursos Humanos,13,10,79.73,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Proyectos,13,10,83.14,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Requisitos,9,7,87.26,Aceptable
2022-08-14,2022-08,2022,32,Q3,Desarrollo de Software,8,6,82.56,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Configuración,14,11,79.58,Aceptable
2022-08-14,2022-08,2022,32,Q3,Aseguramiento de Calidad,9,7,84.28,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Riesgos,14,11,81.72,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Proveedores,9,7,85.33,Aceptable
2022-08-14,2022-08,2022,32,Q3,Medición y Análisis,5,4,85.15,Aceptable
2022-08-14,2022-08,2022,32,Q3,Mejora de Procesos,12,10,84.31,Aceptable
2022-08-14,2022-08,2022,32,Q3,Gestión de Recursos Humanos,11,9,86.74,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Proyectos,10,8,81.11,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Requisitos,7,5,81.61,Aceptable
2022-08-21,2022-08,2022,33,Q3,Desarrollo de Software,9,7,85.65,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Configuración,5,4,85.65,Aceptable
2022-08-21,2022-08,2022,33,Q3,Aseguramiento de Calidad,11,8,79.62,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Riesgos,5,4,80.18,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Proveedores,9,7,83.37,Aceptable
2022-08-21,2022-08,2022,33,Q3,Medición y Análisis,11,9,86.12,Aceptable
2022-08-21,2022-08,2022,33,Q3,Mejora de Procesos,5,4,87.37,Aceptable
2022-08-21,2022-08,2022,33,Q3,Gestión de Recursos Humanos,6,4,80.51,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Proyectos,11,9,81.92,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Requisitos,12,10,85.44,Aceptable
2022-08-28,2022-08,2022,34,Q3,Desarrollo de Software,12,10,88.63,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Configuración,5,4,84.52,Aceptable
2022-08-28,2022-08,2022,34,Q3,Aseguramiento de Calidad,12,9,80.58,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Riesgos,6,5,86.49,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Proveedores,11,9,85.24,Aceptable
2022-08-28,2022-08,2022,34,Q3,Medición y Análisis,5,4,87.74,Aceptable
2022-08-28,2022-08,2022,34,Q3,Mejora de Procesos,14,12,86.28,Aceptable
2022-08-28,2022-08,2022,34,Q3,Gestión de Recursos Humanos,14,11,80.89,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Proyectos,6,4,81.14,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Requisitos,10,8,81.41,Aceptable
2022-09-04,2022-09,2022,35,Q3,Desarrollo de Software,13,11,86.57,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Configuración,11,8,79.63,Aceptable
2022-09-04,2022-09,2022,35,Q3,Aseguramiento de Calidad,8,6,85.01,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Riesgos,9,7,88.7,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Proveedores,6,4,79.14,Aceptable
2022-09-04,2022-09,2022,35,Q3,Medición y Análisis,6,4,80.25,Aceptable
2022-09-04,2022-09,2022,35,Q3,Mejora de Procesos,5,4,80.03,Aceptable
2022-09-04,2022-09,2022,35,Q3,Gestión de Recursos Humanos,5,4,84.94,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Proyectos,11,8,80.4,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Requisitos,9,7,85.75,Aceptable
2022-09-11,2022-09,2022,36,Q3,Desarrollo de Software,12,9,79.26,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Configuración,5,4,87.85,Aceptable
2022-09-11,2022-09,2022,36,Q3,Aseguramiento de Calidad,13,11,86.11,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Riesgos,10,8,86.68,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Proveedores,8,6,84.22,Aceptable
2022-09-11,2022-09,2022,36,Q3,Medición y Análisis,12,10,83.74,Aceptable
2022-09-11,2022-09,2022,36,Q3,Mejora de Procesos,8,6,83.31,Aceptable
2022-09-11,2022-09,2022,36,Q3,Gestión de Recursos Humanos,7,5,82.78,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Proyectos,9,7,82.72,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Requisitos,9,7,85.73,Aceptable
2022-09-18,2022-09,2022,37,Q3,Desarrollo de Software,12,9,82.6,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Configuración,10,8,82.19,Aceptable
2022-09-18,2022-09,2022,37,Q3,Aseguramiento de Calidad,14,11,83.41,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Riesgos,9,7,88.03,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Proveedores,5,4,83.63,Aceptable
2022-09-18,2022-09,2022,37,Q3,Medición y Análisis,12,10,83.78,Aceptable
2022-09-18,2022-09,2022,37,Q3,Mejora de Procesos,7,5,82.55,Aceptable
2022-09-18,2022-09,2022,37,Q3,Gestión de Recursos Humanos,12,9,81.74,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Proyectos,12,10,88.39,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Requisitos,11,8,81.31,Aceptable
2022-09-25,2022-09,2022,38,Q3,Desarrollo de Software,5,4,81.0,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Configuración,5,4,82.92,Aceptable
2022-09-25,2022-09,2022,38,Q3,Aseguramiento de Calidad,14,11,85.3,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Riesgos,12,9,80.46,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Proveedores,8,6,81.72,Aceptable
2022-09-25,2022-09,2022,38,Q3,Medición y Análisis,12,10,86.4,Aceptable
2022-09-25,2022-09,2022,38,Q3,Mejora de Procesos,14,11,84.31,Aceptable
2022-09-25,2022-09,2022,38,Q3,Gestión de Recursos Humanos,7,6,87.05,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Proyectos,9,7,88.05,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Requisitos,14,11,79.83,Aceptable
2022-10-02,2022-10,2022,39,Q4,Desarrollo de Software,8,6,79.59,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Configuración,11,9,87.32,Aceptable
2022-10-02,2022-10,2022,39,Q4,Aseguramiento de Calidad,9,7,84.0,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Riesgos,12,9,80.47,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Proveedores,5,4,80.09,Aceptable
2022-10-02,2022-10,2022,39,Q4,Medición y Análisis,9,7,81.06,Aceptable
2022-10-02,2022-10,2022,39,Q4,Mejora de Procesos,12,9,80.25,Aceptable
2022-10-02,2022-10,2022,39,Q4,Gestión de Recursos Humanos,8,6,80.58,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Proyectos,12,9,80.28,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Requisitos,13,10,81.4,Aceptable
2022-10-09,2022-10,2022,40,Q4,Desarrollo de Software,12,9,82.41,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Configuración,12,10,88.9,Aceptable
2022-10-09,2022-10,2022,40,Q4,Aseguramiento de Calidad,6,5,86.95,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Riesgos,12,9,80.62,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Proveedores,8,7,87.97,Aceptable
2022-10-09,2022-10,2022,40,Q4,Medición y Análisis,7,6,87.73,Aceptable
2022-10-09,2022-10,2022,40,Q4,Mejora de Procesos,14,11,81.87,Aceptable
2022-10-09,2022-10,2022,40,Q4,Gestión de Recursos Humanos,12,9,81.79,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Proyectos,12,9,81.82,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Requisitos,13,11,86.1,Aceptable
2022-10-16,2022-10,2022,41,Q4,Desarrollo de Software,9,7,82.0,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Configuración,6,5,85.48,Aceptable
2022-10-16,2022-10,2022,41,Q4,Aseguramiento de Calidad,14,11,84.3,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Riesgos,9,7,84.64,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Proveedores,14,11,83.58,Aceptable
2022-10-16,2022-10,2022,41,Q4,Medición y Análisis,9,7,80.08,Aceptable
2022-10-16,2022-10,2022,41,Q4,Mejora de Procesos,10,8,84.91,Aceptable
2022-10-16,2022-10,2022,41,Q4,Gestión de Recursos Humanos,7,5,84.16,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Proyectos,5,4,81.5,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Requisitos,8,7,89.1,Aceptable
2022-10-23,2022-10,2022,42,Q4,Desarrollo de Software,10,8,86.13,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Configuración,12,9,82.17,Aceptable
2022-10-23,2022-10,2022,42,Q4,Aseguramiento de Calidad,5,4,83.32,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Riesgos,14,12,86.45,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Proveedores,9,7,83.62,Aceptable
2022-10-23,2022-10,2022,42,Q4,Medición y Análisis,14,11,85.31,Aceptable
2022-10-23,2022-10,2022,42,Q4,Mejora de Procesos,12,10,83.38,Aceptable
2022-10-23,2022-10,2022,42,Q4,Gestión de Recursos Humanos,8,6,83.0,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Proyectos,7,5,84.66,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Requisitos,14,11,85.36,Aceptable
2022-10-30,2022-10,2022,43,Q4,Desarrollo de Software,6,5,86.4,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Configuración,5,4,82.65,Aceptable
2022-10-30,2022-10,2022,43,Q4,Aseguramiento de Calidad,13,11,88.67,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Riesgos,11,9,89.33,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Proveedores,13,10,83.87,Aceptable
2022-10-30,2022-10,2022,43,Q4,Medición y Análisis,13,11,86.43,Aceptable
2022-10-30,2022-10,2022,43,Q4,Mejora de Procesos,11,9,84.17,Aceptable
2022-10-30,2022-10,2022,43,Q4,Gestión de Recursos Humanos,6,5,89.7,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Proyectos,12,10,88.03,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Requisitos,12,10,89.77,Aceptable
2022-11-06,2022-11,2022,44,Q4,Desarrollo de Software,10,8,86.86,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Configuración,11,9,83.14,Aceptable
2022-11-06,2022-11,2022,44,Q4,Aseguramiento de Calidad,5,4,83.65,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Riesgos,10,8,83.42,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Proveedores,12,10,88.7,Aceptable
2022-11-06,2022-11,2022,44,Q4,Medición y Análisis,9,7,86.97,Aceptable
2022-11-06,2022-11,2022,44,Q4,Mejora de Procesos,12,10,84.83,Aceptable
2022-11-06,2022-11,2022,44,Q4,Gestión de Recursos Humanos,8,7,88.56,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Proyectos,7,5,83.42,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Requisitos,5,4,81.92,Aceptable
2022-11-13,2022-11,2022,45,Q4,Desarrollo de Software,8,6,87.36,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Configuración,13,10,84.0,Aceptable
2022-11-13,2022-11,2022,45,Q4,Aseguramiento de Calidad,12,10,87.86,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Riesgos,10,8,81.7,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Proveedores,11,9,83.68,Aceptable
2022-11-13,2022-11,2022,45,Q4,Medición y Análisis,10,8,86.86,Aceptable
2022-11-13,2022-11,2022,45,Q4,Mejora de Procesos,10,8,80.78,Aceptable
2022-11-13,2022-11,2022,45,Q4,Gestión de Recursos Humanos,10,8,85.12,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Proyectos,6,4,81.67,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Requisitos,14,12,88.09,Aceptable
2022-11-20,2022-11,2022,46,Q4,Desarrollo de Software,9,7,87.29,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Configuración,13,11,87.91,Aceptable
2022-11-20,2022-11,2022,46,Q4,Aseguramiento de Calidad,13,10,82.05,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Riesgos,14,12,89.3,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Proveedores,7,6,89.15,Aceptable
2022-11-20,2022-11,2022,46,Q4,Medición y Análisis,14,12,86.64,Aceptable
2022-11-20,2022-11,2022,46,Q4,Mejora de Procesos,10,8,89.4,Aceptable
2022-11-20,2022-11,2022,46,Q4,Gestión de Recursos Humanos,6,5,84.88,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Proyectos,8,6,83.35,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Requisitos,8,6,80.21,Aceptable
2022-11-27,2022-11,2022,47,Q4,Desarrollo de Software,6,4,80.88,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Configuración,7,5,83.42,Aceptable
2022-11-27,2022-11,2022,47,Q4,Aseguramiento de Calidad,14,11,81.95,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Riesgos,13,10,83.93,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Proveedores,9,7,87.8,Aceptable
2022-11-27,2022-11,2022,47,Q4,Medición y Análisis,13,11,85.7,Aceptable
2022-11-27,2022-11,2022,47,Q4,Mejora de Procesos,7,5,85.28,Aceptable
2022-11-27,2022-11,2022,47,Q4,Gestión de Recursos Humanos,7,5,84.83,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Proyectos,5,4,85.39,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Requisitos,6,4,80.84,Aceptable
2022-12-04,2022-12,2022,48,Q4,Desarrollo de Software,8,6,80.67,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Configuración,10,8,85.08,Aceptable
2022-12-04,2022-12,2022,48,Q4,Aseguramiento de Calidad,5,4,88.76,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Riesgos,12,10,83.62,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Proveedores,8,6,82.21,Aceptable
2022-12-04,2022-12,2022,48,Q4,Medición y Análisis,5,4,84.65,Aceptable
2022-12-04,2022-12,2022,48,Q4,Mejora de Procesos,13,10,80.96,Aceptable
2022-12-04,2022-12,2022,48,Q4,Gestión de Recursos Humanos,9,7,87.21,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Proyectos,10,8,85.98,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Requisitos,7,6,87.27,Aceptable
2022-12-11,2022-12,2022,49,Q4,Desarrollo de Software,5,4,89.35,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Configuración,5,4,85.56,Aceptable
2022-12-11,2022-12,2022,49,Q4,Aseguramiento de Calidad,12,10,89.07,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Riesgos,14,11,84.32,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Proveedores,10,8,87.54,Aceptable
2022-12-11,2022-12,2022,49,Q4,Medición y Análisis,5,4,87.14,Aceptable
2022-12-11,2022-12,2022,49,Q4,Mejora de Procesos,10,8,88.87,Aceptable
2022-12-11,2022-12,2022,49,Q4,Gestión de Recursos Humanos,12,10,88.12,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Proyectos,8,6,84.23,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Requisitos,8,6,82.6,Aceptable
2022-12-18,2022-12,2022,50,Q4,Desarrollo de Software,10,8,85.22,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Configuración,5,4,90.07,Alto nivel
2022-12-18,2022-12,2022,50,Q4,Aseguramiento de Calidad,8,6,83.95,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Riesgos,11,9,83.51,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Proveedores,5,4,83.04,Aceptable
2022-12-18,2022-12,2022,50,Q4,Medición y Análisis,11,9,88.21,Aceptable
2022-12-18,2022-12,2022,50,Q4,Mejora de Procesos,14,11,82.86,Aceptable
2022-12-18,2022-12,2022,50,Q4,Gestión de Recursos Humanos,5,4,90.22,Alto nivel
2022-12-25,2022-12,2022,51,Q4,Gestión de Proyectos,5,4,88.95,Aceptable
2022-12-25,2022-12,2022,51,Q4,Gestión de Requisitos,10,9,90.44,Alto nivel
2022-12-25,2022-12,2022,51,Q4,Desarrollo de Software,10,8,82.66,Aceptable
2022-12-25,2022-12,2022,51,Q4,Gestión de Configuración,10,8,85.78,Aceptable
2022-12-25,2022-12,2022,51,Q4,Aseguramiento de Calidad,6,5,84.99,Aceptable
2022-12-25,2022-12,2022,51,Q4,Gestión de Riesgos,13,10,82.62,Aceptable
2022-12-25,2022-12,2022,51,Q4,Gestión de Proveedores,13,10,81.53,Aceptable
2022-12-25,2022-12,2022,51,Q4,Medición y Análisis,11,9,84.33,Aceptable
2022-12-25,2022-12,2022,51,Q4,Mejora de Procesos,7,5,81.42,Aceptable
2022-12-25,2022-12,2022,51,Q4,Gestión de Recursos Humanos,11,9,89.18,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Proyectos,12,10,86.87,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Requisitos,11,9,89.82,Aceptable
2023-01-01,2023-01,2023,52,Q1,Desarrollo de Software,6,5,87.04,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Configuración,6,5,88.06,Aceptable
2023-01-01,2023-01,2023,52,Q1,Aseguramiento de Calidad,6,4,82.35,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Riesgos,7,5,81.47,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Proveedores,9,7,84.86,Aceptable
2023-01-01,2023-01,2023,52,Q1,Medición y Análisis,14,11,82.44,Aceptable
2023-01-01,2023-01,2023,52,Q1,Mejora de Procesos,12,9,81.78,Aceptable
2023-01-01,2023-01,2023,52,Q1,Gestión de Recursos Humanos,7,6,88.35,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Proyectos,11,8,81.44,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Requisitos,5,4,83.8,Aceptable
2023-01-08,2023-01,2023,1,Q1,Desarrollo de Software,13,10,81.03,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Configuración,9,7,87.75,Aceptable
2023-01-08,2023-01,2023,1,Q1,Aseguramiento de Calidad,8,7,89.58,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Riesgos,10,8,83.64,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Proveedores,8,6,84.23,Aceptable
2023-01-08,2023-01,2023,1,Q1,Medición y Análisis,14,11,85.3,Aceptable
2023-01-08,2023-01,2023,1,Q1,Mejora de Procesos,11,9,88.3,Aceptable
2023-01-08,2023-01,2023,1,Q1,Gestión de Recursos Humanos,6,5,88.79,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Proyectos,13,10,82.93,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Requisitos,10,8,81.92,Aceptable
2023-01-15,2023-01,2023,2,Q1,Desarrollo de Software,14,12,89.08,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Configuración,6,5,89.27,Aceptable
2023-01-15,2023-01,2023,2,Q1,Aseguramiento de Calidad,9,7,82.46,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Riesgos,9,7,87.57,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Proveedores,10,8,85.52,Aceptable
2023-01-15,2023-01,2023,2,Q1,Medición y Análisis,10,8,83.45,Aceptable
2023-01-15,2023-01,2023,2,Q1,Mejora de Procesos,13,11,89.4,Aceptable
2023-01-15,2023-01,2023,2,Q1,Gestión de Recursos Humanos,14,11,83.72,Aceptable
2023-01-22,2023-01,2023,3,Q1,Gestión de Proyectos,7,5,84.51,Aceptable
2023-01-22,2023-01,2023,3,Q1,Gestión de Requisitos,8,6,82.77,Aceptable
2023-01-22,2023-01,2023,3,Q1,Desarrollo de Software,7,5,81.77,Aceptable
2023-01-22,2023-01,2023,3,Q1,Gestión de Configuración,9,7,88.39,Aceptable
2023-01-22,2023-01,2023,3,Q1,Aseguramiento de Calidad,13,11,89.83,Aceptable
2023-01-22,2023-01,2023,3,Q1,Gestión de Riesgos,13,11,85.11,Aceptable
2023-01-22,2023-01,2023,3,Q1,Gestión de Proveedores,8,6,81.51,Aceptable
2023-01-22,2023-01,2023,3,Q1,Medición y Análisis,13,10,82.09,Aceptable
2023-01-22,2023-01,2023,3,Q1,Mejora de Procesos,5,4,90.48,Alto nivel
2023-01-22,2023-01,2023,3,Q1,Gestión de Recursos Humanos,6,5,88.37,Aceptable
2023-01-29,2023-01,2023,4,Q1,Gestión de Proyectos,7,6,89.34,Aceptable
2023-01-29,2023-01,2023,4,Q1,Gestión de Requisitos,6,5,85.42,Aceptable
2023-01-29,2023-01,2023,4,Q1,Desarrollo de Software,7,6,90.42,Alto nivel
2023-01-29,2023-01,2023,4,Q1,Gestión de Configuración,12,9,83.22,Aceptable
2023-01-29,2023-01,2023,4,Q1,Aseguramiento de Calidad,10,8,89.29,Aceptable
2023-01-29,2023-01,2023,4,Q1,Gestión de Riesgos,9,7,86.72,Aceptable
2023-01-29,2023-01,2023,4,Q1,Gestión de Proveedores,7,6,88.92,Aceptable
2023-01-29,2023-01,2023,4,Q1,Medición y Análisis,14,12,89.81,Aceptable
2023-01-29,2023-01,2023,4,Q1,Mejora de Procesos,8,7,89.11,Aceptable
2023-01-29,2023-01,2023,4,Q1,Gestión de Recursos Humanos,8,7,89.22,Aceptable
2023-02-05,2023-02,2023,5,Q1,Gestión de Proyectos,10,8,86.27,Aceptable
2023-02-05,2023-02,2023,5,Q1,Gestión de Requisitos,13,10,82.23,Aceptable
2023-02-05,2023-02,2023,5,Q1,Desarrollo de Software,10,8,81.37,Aceptable
2023-02-05,2023-02,2023,5,Q1,Gestión de Configuración,7,5,83.7,Aceptable
