proyecto,tipo_proyecto,fecha_inicio,año,registros_totales_disponibles,registros_analizados,cobertura_porcentaje,estado
Proyecto_0614,Clustering,2022-05-12,2022,323695,289532,89.44611596367221,Aceptable
Proyecto_0615,Clustering,2022-05-08,2022,90066,70613,78.40213928927298,Aceptable
Proyecto_0616,Optimización,2022-05-20,2022,360860,327561,90.7724282791151,Alta representatividad
Proyecto_0617,NLP,2022-05-17,2022,298016,255693,85.79866034799994,Aceptable
Proyecto_0618,Visión,2022-05-16,2022,108620,84989,78.24437873879072,Aceptable
Proyecto_0619,Regresión,2022-05-19,2022,195745,155154,79.26361696860783,Aceptable
Proyecto_0620,Detección de Anomalías,2022-05-17,2022,221698,197353,89.01919161132538,Aceptable
Proyecto_0621,Visión,2022-05-24,2022,267552,225550,84.30154219319492,Aceptable
Proyecto_0622,Análisis Predictivo,2022-05-25,2022,396063,346068,87.3771270574542,Aceptable
Proyecto_0623,Regresión,2022-05-23,2022,183525,136021,74.1162763479549,Aceptable
Proyecto_0624,Regresión,2022-05-24,2022,269992,244238,90.46139347793888,Alta representatividad
Proyecto_0625,Visión,2022-05-25,2022,112080,87792,78.3301742917909,Aceptable
Proyecto_0626,Análisis Predictivo,2022-06-01,2022,289834,249594,86.11639294609951,Aceptable
Proyecto_0627,NLP,2022-05-29,2022,12061,8802,72.98167545629222,Aceptable
Proyecto_0628,Regresión,2022-06-03,2022,52331,41004,78.35692627008115,Aceptable
Proyecto_0629,NLP,2022-05-31,2022,379006,329244,86.87054961973269,Aceptable
Proyecto_0630,Clustering,2022-06-02,2022,186355,143734,77.1293594395465,Aceptable
Proyecto_0631,Visión,2022-06-05,2022,413059,383682,92.88811711549523,Alta representatividad
Proyecto_0632,NLP,2022-06-06,2022,251012,218862,87.19193838552893,Aceptable
Proyecto_0633,Regresión,2022-06-10,2022,449274,416150,92.62723822571668,Alta representatividad
Proyecto_0634,Detección de Anomalías,2022-06-09,2022,22081,17726,80.28015825852913,Aceptable
Proyecto_0635,NLP,2022-06-09,2022,403951,286335,70.88361370824154,Aceptable
Proyecto_0636,Clustering,2022-06-15,2022,152876,129913,84.97963904723267,Aceptable
Proyecto_0637,Clasificación,2022-06-14,2022,480992,379113,78.81903107085968,Aceptable
Proyecto_0638,Optimización,2022-06-15,2022,140587,114793,81.65289777398118,Aceptable
Proyecto_0639,Visión,2022-06-15,2022,157432,138081,87.70886556199147,Aceptable
Proyecto_0640,Optimización,2022-06-14,2022,242852,214237,88.21728134384266,Aceptable
Proyecto_0641,Visión,2022-06-21,2022,337063,238359,70.7164667865112,Aceptable
Proyecto_0642,Análisis Predictivo,2022-06-21,2022,483645,435289,90.00186949382994,Alta representatividad
Proyecto_0643,Detección de Anomalías,2022-06-22,2022,78667,65161,82.83149178885805,Aceptable
Proyecto_0644,NLP,2022-06-24,2022,60018,50699,84.4741681064383,Aceptable
Proyecto_0645,Optimización,2022-06-21,2022,51619,40132,77.74784881493616,Aceptable
Proyecto_0646,Análisis Predictivo,2022-06-28,2022,209731,169759,80.9416784360151,Aceptable
Proyecto_0647,Análisis Predictivo,2022-06-30,2022,66469,58804,88.46975348346263,Aceptable
Proyecto_0648,Análisis Predictivo,2022-06-29,2022,429651,387521,90.19455887655072,Alta representatividad
Proyecto_0649,Optimización,2022-06-28,2022,82335,65921,80.06476071036742,Aceptable
Proyecto_0650,Clasificación,2022-06-29,2022,359844,316551,87.96905584893457,Aceptable
Proyecto_0651,Análisis Predictivo,2022-07-04,2022,155579,119343,76.70913104389938,Aceptable
Proyecto_0652,Regresión,2022-07-03,2022,438349,401670,91.6325892946154,Alta representatividad
Proyecto_0653,Clasificación,2022-07-07,2022,423332,363452,85.85517021159148,Aceptable
Proyecto_0654,Clasificación,2022-07-07,2022,268663,242212,90.15484941773927,Alta representatividad
Proyecto_0655,Regresión,2022-07-06,2022,436472,359679,82.40602616026402,Aceptable
Proyecto_0656,Optimización,2022-07-12,2022,432538,328542,75.95684140953082,Aceptable
Proyecto_0657,Optimización,2022-07-13,2022,192203,155991,81.16000894615473,Aceptable
Proyecto_0658,NLP,2022-07-15,2022,318772,254758,79.91862025643634,Aceptable
Proyecto_0659,Detección de Anomalías,2022-07-10,2022,233915,183975,78.65063012944414,Aceptable
Proyecto_0660,NLP,2022-07-14,2022,304165,229694,75.51651744127842,Aceptable
Proyecto_0661,Optimización,2022-07-21,2022,383971,344569,89.73834568887496,Aceptable
Proyecto_0662,Detección de Anomalías,2022-07-17,2022,51665,37325,72.24514319433457,Aceptable
Proyecto_0663,Análisis Predictivo,2022-07-20,2022,91322,84999,93.07658417703168,Alta representatividad
Proyecto_0664,Optimización,2022-07-21,2022,456922,340638,74.55064279534159,Aceptable
Proyecto_0665,Optimización,2022-07-19,2022,492836,470543,95.47671494814007,Alta representatividad
Proyecto_0666,NLP,2022-07-27,2022,476848,456344,95.70016925026394,Alta representatividad
Proyecto_0667,Regresión,2022-07-26,2022,493056,396210,80.35806307226994,Aceptable
Proyecto_0668,Análisis Predictivo,2022-07-29,2022,82995,79412,95.68334788843883,Alta representatividad
Proyecto_0669,Clustering,2022-07-29,2022,293789,272036,92.59578144929887,Alta representatividad
Proyecto_0670,Clustering,2022-07-29,2022,342452,247055,72.1431872006133,Aceptable
Proyecto_0671,Detección de Anomalías,2022-08-01,2022,120494,114024,94.63054265434407,Alta representatividad
Proyecto_0672,Análisis Predictivo,2022-07-31,2022,12693,9025,71.10537403351944,Aceptable
Proyecto_0673,Clustering,2022-08-05,2022,493505,368795,74.72977163721679,Aceptable
Proyecto_0674,Clasificación,2022-08-04,2022,449380,382869,85.19948406201352,Aceptable
Proyecto_0675,Regresión,2022-07-31,2022,467932,337375,72.09916663840035,Aceptable
Proyecto_0676,Clasificación,2022-08-07,2022,378165,280617,74.20492168172359,Aceptable
Proyecto_0677,Clustering,2022-08-09,2022,402580,381608,94.7907864649182,Alta representatividad
Proyecto_0678,Detección de Anomalías,2022-08-11,2022,416693,399449,95.8618850070778,Alta representatividad
Proyecto_0679,Optimización,2022-08-08,2022,63783,57884,90.75155008628772,Alta representatividad
Proyecto_0680,Optimización,2022-08-07,2022,349473,291444,83.39544417808227,Aceptable
Proyecto_0681,Visión,2022-08-16,2022,235116,219616,93.40782432798356,Alta representatividad
Proyecto_0682,Optimización,2022-08-19,2022,208303,151872,72.90936804297277,Aceptable
Proyecto_0683,Detección de Anomalías,2022-08-16,2022,13293,12563,94.51518860037022,Alta representatividad
Proyecto_0684,Clasificación,2022-08-19,2022,224629,177772,79.14037611384124,Aceptable
Proyecto_0685,Visión,2022-08-18,2022,62057,57339,92.39872417206305,Alta representatividad
Proyecto_0686,Detección de Anomalías,2022-08-24,2022,36951,32286,87.37770855562016,Aceptable
Proyecto_0687,Visión,2022-08-24,2022,293224,278466,94.96713190544877,Alta representatividad
Proyecto_0688,Detección de Anomalías,2022-08-22,2022,121261,112144,92.48162664269127,Alta representatividad
Proyecto_0689,Clasificación,2022-08-26,2022,386407,359688,93.08534315232355,Alta representatividad
Proyecto_0690,Clustering,2022-08-23,2022,13485,11654,86.4256132591208,Aceptable
Proyecto_0691,Optimización,2022-08-31,2022,318356,291811,91.66212180538317,Alta representatividad
Proyecto_0692,Regresión,2022-08-28,2022,86547,77620,89.68540991979481,Aceptable
Proyecto_0693,Visión,2022-08-29,2022,148418,110129,74.20220140350106,Aceptable
Proyecto_0694,Detección de Anomalías,2022-09-02,2022,179961,156320,86.86351917518431,Aceptable
Proyecto_0695,Detección de Anomalías,2022-08-28,2022,67224,49646,73.85256420952412,Aceptable
Proyecto_0696,Clasificación,2022-09-07,2022,342598,317265,92.60585916902377,Alta representatividad
Proyecto_0697,Clustering,2022-09-06,2022,102448,73470,71.71469478283917,Aceptable
Proyecto_0698,NLP,2022-09-07,2022,320898,306981,95.66321342502515,Alta representatividad
Proyecto_0699,Regresión,2022-09-05,2022,349292,280887,80.41629331958049,Aceptable
Proyecto_0700,NLP,2022-09-09,2022,263214,195926,74.43636319623732,Aceptable
Proyecto_0701,Detección de Anomalías,2022-09-12,2022,468091,441538,94.3275495751918,Alta representatividad
Proyecto_0702,NLP,2022-09-11,2022,189282,134732,71.18107564197604,Aceptable
Proyecto_0703,Análisis Predictivo,2022-09-11,2022,368636,303102,82.22274649723357,Aceptable
Proyecto_0704,Regresión,2022-09-12,2022,204997,184550,90.02590532603708,Alta representatividad
Proyecto_0705,Detección de Anomalías,2022-09-11,2022,361470,282797,78.23551236122422,Aceptable
Proyecto_0706,Regresión,2022-09-22,2022,286924,240297,83.74970141747282,Aceptable
Proyecto_0707,Clustering,2022-09-23,2022,93009,82043,88.21073842415885,Aceptable
Proyecto_0708,NLP,2022-09-19,2022,26019,24653,94.75138694603434,Alta representatividad
Proyecto_0709,Análisis Predictivo,2022-09-23,2022,459227,333721,72.67026862104677,Aceptable
Proyecto_0710,Análisis Predictivo,2022-09-18,2022,151425,112187,74.0878942965879,Aceptable
Proyecto_0711,Regresión,2022-09-30,2022,144996,120681,83.23064327504574,Aceptable
Proyecto_0712,Optimización,2022-09-28,2022,442094,357567,80.88034898990122,Aceptable
Proyecto_0713,Regresión,2022-09-27,2022,44595,35979,80.68070017777532,Aceptable
Proyecto_0714,Clasificación,2022-09-29,2022,183651,142735,77.72099907633998,Aceptable
Proyecto_0715,Visión,2022-09-29,2022,230011,194538,84.57780476123285,Aceptable
Proyecto_0716,Optimización,2022-10-04,2022,69667,64766,92.96549674030862,Alta representatividad
Proyecto_0717,Clustering,2022-10-04,2022,15036,11154,74.18403285398446,Aceptable
Proyecto_0718,Análisis Predictivo,2022-10-07,2022,23923,18085,75.59744456688969,Aceptable
Proyecto_0719,Optimización,2022-10-07,2022,408637,357317,87.44141094278922,Aceptable
Proyecto_0720,Análisis Predictivo,2022-10-05,2022,338465,241870,71.4611390114699,Aceptable
Proyecto_0721,Análisis Predictivo,2022-10-14,2022,115157,100782,87.51786918863816,Aceptable
Proyecto_0722,Análisis Predictivo,2022-10-11,2022,325232,254252,78.17585992244676,Aceptable
Proyecto_0723,Clasificación,2022-10-13,2022,57049,45242,79.30420221640038,Aceptable
Proyecto_0724,Clasificación,2022-10-12,2022,250529,201786,80.54428371939541,Aceptable
Proyecto_0725,Detección de Anomalías,2022-10-11,2022,422658,334277,79.08927659878458,Aceptable
Proyecto_0726,Clustering,2022-10-19,2022,451279,414596,91.87145015326783,Alta representatividad
Proyecto_0727,Clasificación,2022-10-19,2022,488798,462392,94.59777989240803,Alta representatividad
Proyecto_0728,Clustering,2022-10-21,2022,365970,308323,84.2482983582209,Aceptable
Proyecto_0729,Análisis Predictivo,2022-10-21,2022,115031,97924,85.12884096970842,Aceptable
Proyecto_0730,Clustering,2022-10-16,2022,375298,269586,71.83256080834931,Aceptable
Proyecto_0731,Regresión,2022-10-25,2022,294298,260580,88.54299013738601,Aceptable
Proyecto_0732,Clustering,2022-10-28,2022,443837,378089,85.18657069706617,Aceptable
Proyecto_0733,Visión,2022-10-23,2022,399599,284955,71.31025761899761,Aceptable
Proyecto_0734,Optimización,2022-10-28,2022,433919,326129,75.15906734386428,Aceptable
Proyecto_0735,Regresión,2022-10-27,2022,70841,53308,75.25052893020663,Aceptable
Proyecto_0736,Visión,2022-11-02,2022,411424,306285,74.44516675052733,Aceptable
Proyecto_0737,Análisis Predictivo,2022-11-03,2022,202558,176478,87.1247948201922,Aceptable
Proyecto_0738,Regresión,2022-11-02,2022,114477,107767,94.13942999924998,Alta representatividad
Proyecto_0739,Visión,2022-11-01,2022,427706,384239,89.83735845931734,Aceptable
Proyecto_0740,Optimización,2022-10-31,2022,55447,45694,82.41171061556174,Aceptable
Proyecto_0741,Detección de Anomalías,2022-11-08,2022,92983,74856,80.50533374759652,Aceptable
Proyecto_0742,Detección de Anomalías,2022-11-09,2022,60067,48082,80.04791073803979,Aceptable
Proyecto_0743,Clustering,2022-11-07,2022,71259,61020,85.63242090009145,Aceptable
Proyecto_0744,Clustering,2022-11-07,2022,24164,19171,79.33973713255794,Aceptable
Proyecto_0745,Clasificación,2022-11-08,2022,339371,257511,75.87917125090664,Aceptable
Proyecto_0746,Regresión,2022-11-17,2022,247851,212343,85.67391557096515,Aceptable
Proyecto_0747,Clasificación,2022-11-15,2022,360266,288783,80.1583407491169,Aceptable
Proyecto_0748,Clasificación,2022-11-16,2022,45773,32209,70.36724555773968,Aceptable
Proyecto_0749,Regresión,2022-11-17,2022,173663,122567,70.57800895273614,Aceptable
Proyecto_0750,Regresión,2022-11-16,2022,424703,327563,77.12755189001487,Aceptable
Proyecto_0751,Optimización,2022-11-25,2022,259161,215940,83.32297718717845,Aceptable
Proyecto_0752,Regresión,2022-11-25,2022,171717,136017,79.2102271993677,Aceptable
Proyecto_0753,Regresión,2022-11-24,2022,372197,262865,70.62543396207634,Aceptable
Proyecto_0754,Clustering,2022-11-20,2022,459798,348535,75.80194585758426,Aceptable
Proyecto_0755,Clasificación,2022-11-24,2022,58451,42381,72.50690202554001,Aceptable
Proyecto_0756,Detección de Anomalías,2022-11-27,2022,25383,24028,94.66443203539683,Alta representatividad
Proyecto_0757,Análisis Predictivo,2022-11-30,2022,27761,21690,78.13368596634169,Aceptable
Proyecto_0758,Visión,2022-11-29,2022,167480,117878,70.38392566148289,Aceptable
Proyecto_0759,Visión,2022-11-30,2022,203262,177192,87.17464455162724,Aceptable
Proyecto_0760,Detección de Anomalías,2022-11-29,2022,54813,41681,76.04364645320324,Aceptable
Proyecto_0761,Regresión,2022-12-09,2022,247227,209488,84.73514263080611,Aceptable
Proyecto_0762,Visión,2022-12-04,2022,431168,318716,73.91938181984668,Aceptable
Proyecto_0763,Visión,2022-12-06,2022,61518,58801,95.58434411318407,Alta representatividad
Proyecto_0764,Análisis Predictivo,2022-12-07,2022,113120,107720,95.22673885069865,Alta representatividad
Proyecto_0765,Regresión,2022-12-07,2022,420668,366214,87.05556714394795,Aceptable
Proyecto_0766,Visión,2022-12-14,2022,362071,320024,88.38726816737358,Aceptable
Proyecto_0767,Clustering,2022-12-15,2022,110713,89758,81.07285117358293,Aceptable
Proyecto_0768,Optimización,2022-12-14,2022,180745,171737,95.0166629808724,Alta representatividad
Proyecto_0769,Visión,2022-12-15,2022,489238,396367,81.01723012965122,Aceptable
Proyecto_0770,Regresión,2022-12-12,2022,195602,149099,76.22616793260956,Aceptable
Proyecto_0771,Análisis Predictivo,2022-12-18,2022,130919,95570,72.99984384970149,Aceptable
Proyecto_0772,Clustering,2022-12-19,2022,465598,351113,75.41125780817403,Aceptable
Proyecto_0773,Optimización,2022-12-19,2022,448231,380447,84.87755110214677,Aceptable
Proyecto_0774,NLP,2022-12-22,2022,267212,204076,76.37238466642177,Aceptable
Proyecto_0775,Clustering,2022-12-22,2022,250070,217587,87.01048513963616,Aceptable
Proyecto_0776,Análisis Predictivo,2022-12-25,2022,342317,273637,79.9367975170112,Aceptable
Proyecto_0777,Optimización,2022-12-25,2022,156948,146053,93.05869554084835,Alta representatividad
Proyecto_0778,Clasificación,2022-12-30,2022,408695,345430,84.52042975410501,Aceptable
Proyecto_0779,NLP,2022-12-25,2022,424676,366018,86.18770538063318,Aceptable
Proyecto_0780,NLP,2022-12-28,2022,26752,22597,84.4705548778096,Aceptable
Proyecto_0781,Análisis Predictivo,2023-01-04,2023,482263,448624,93.02478812896663,Alta representatividad
Proyecto_0782,Clasificación,2023-01-01,2023,326422,233877,71.64890876615897,Aceptable
Proyecto_0783,Clustering,2023-01-05,2023,340113,244034,71.75106638435938,Aceptable
Proyecto_0784,NLP,2023-01-02,2023,358842,316661,88.24524636804345,Aceptable
Proyecto_0785,NLP,2023-01-01,2023,289067,260065,89.96706145325263,Aceptable
Proyecto_0786,Visión,2023-01-13,2023,373115,303242,81.27332487533116,Aceptable
Proyecto_0787,NLP,2023-01-08,2023,93090,73689,79.15993540941085,Aceptable
Proyecto_0788,Clasificación,2023-01-09,2023,76843,59343,77.22657172134075,Aceptable
Proyecto_0789,Regresión,2023-01-10,2023,484210,368456,76.09426703167223,Aceptable
Proyecto_0790,Detección de Anomalías,2023-01-08,2023,491867,460933,93.71092333164374,Alta representatividad
Proyecto_0791,Optimización,2023-01-15,2023,62827,48800,77.67362820539047,Aceptable
Proyecto_0792,Visión,2023-01-18,2023,388362,337292,86.8500486910911,Aceptable
Proyecto_0793,Análisis Predictivo,2023-01-16,2023,27881,25222,90.46446428997416,Alta representatividad
Proyecto_0794,Clustering,2023-01-20,2023,62965,44435,70.57113103963711,Aceptable
Proyecto_0795,Clasificación,2023-01-15,2023,340437,241304,70.88072789696285,Aceptable
Proyecto_0796,Clustering,2023-01-27,2023,402338,316485,78.6615725205716,Aceptable
Proyecto_0797,NLP,2023-01-22,2023,424271,373767,88.09640935215629,Aceptable
Proyecto_0798,Regresión,2023-01-24,2023,299626,230055,76.7807645168211,Aceptable
Proyecto_0799,Visión,2023-01-23,2023,51844,36310,70.0385655512385,Aceptable
Proyecto_0800,Visión,2023-01-22,2023,178840,138586,77.49184539854184,Aceptable
Proyecto_0801,Análisis Predictivo,2023-01-31,2023,477446,345400,72.34340123273132,Aceptable
Proyecto_0802,Clustering,2023-01-29,2023,250552,189679,75.7047459506004,Aceptable
Proyecto_0803,Regresión,2023-02-02,2023,153409,120676,78.66294001818174,Aceptable
Proyecto_0804,Análisis Predictivo,2023-01-31,2023,70937,52017,73.32949123178754,Aceptable
Proyecto_0805,Regresión,2023-02-03,2023,388825,343587,88.36548291363916,Aceptable
Proyecto_0806,Regresión,2023-02-09,2023,83952,64352,76.6539260321609,Aceptable
Proyecto_0807,Detección de Anomalías,2023-02-05,2023,20421,17804,87.18846478192901,Aceptable
Proyecto_0808,Clasificación,2023-02-07,2023,256281,219312,85.5748541733504,Aceptable
Proyecto_0809,Optimización,2023-02-06,2023,301718,281651,93.34918268003713,Alta representatividad
Proyecto_0810,Optimización,2023-02-10,2023,414839,299871,72.2862624809614,Aceptable
Proyecto_0811,Análisis Predictivo,2023-02-15,2023,307887,232700,75.57981089545528,Aceptable
Proyecto_0812,Análisis Predictivo,2023-02-12,2023,415738,384535,92.49463915514337,Alta representatividad
Proyecto_0813,Clustering,2023-02-14,2023,287301,262522,91.37541786602802,Alta representatividad
Proyecto_0814,Clustering,2023-02-16,2023,148565,111415,74.99474448673331,Aceptable
Proyecto_0815,Detección de Anomalías,2023-02-14,2023,298210,217100,72.80113631059922,Aceptable
Proyecto_0816,Análisis Predictivo,2023-02-20,2023,230606,212762,92.26227808012504,Alta representatividad
Proyecto_0817,Optimización,2023-02-21,2023,327160,244164,74.63158947744232,Aceptable
Proyecto_0818,Clasificación,2023-02-23,2023,293370,271803,92.64885235784067,Alta representatividad
Proyecto_0819,Detección de Anomalías,2023-02-19,2023,184625,175373,94.98898218382126,Alta representatividad
Proyecto_0820,NLP,2023-02-24,2023,71482,54141,75.74097260296743,Aceptable
Proyecto_0821,Análisis Predictivo,2023-03-02,2023,333965,306747,91.85007759794482,Alta representatividad
Proyecto_0822,NLP,2023-03-03,2023,142228,115232,81.01960833953883,Aceptable
Proyecto_0823,NLP,2023-03-03,2023,465058,420915,90.50823904359089,Alta representatividad
Proyecto_0824,Visión,2023-03-02,2023,345472,278423,80.59228406544992,Aceptable
Proyecto_0825,Detección de Anomalías,2023-03-02,2023,54401,39076,71.83028556707663,Aceptable
Proyecto_0826,Visión,2023-03-08,2023,284485,251854,88.53007708795528,Aceptable
Proyecto_0827,Detección de Anomalías,2023-03-10,2023,351897,260114,73.91790463749305,Aceptable
Proyecto_0828,Detección de Anomalías,2023-03-05,2023,422208,397308,94.10265232223416,Alta representatividad
Proyecto_0829,Análisis Predictivo,2023-03-08,2023,375322,303490,80.86140335853823,Aceptable
Proyecto_0830,Regresión,2023-03-10,2023,264110,190507,72.13200384564907,Aceptable
Proyecto_0831,Análisis Predictivo,2023-03-14,2023,115409,87642,75.94048038412386,Aceptable
Proyecto_0832,Análisis Predictivo,2023-03-12,2023,223129,206228,92.42545805416006,Alta representatividad
Proyecto_0833,Clustering,2023-03-12,2023,338212,264983,78.34822221022797,Aceptable
Proyecto_0834,Análisis Predictivo,2023-03-17,2023,481936,444655,92.26452786947192,Alta representatividad
Proyecto_0835,Análisis Predictivo,2023-03-14,2023,253965,189151,74.47945519819586,Aceptable
Proyecto_0836,Análisis Predictivo,2023-03-21,2023,78909,64842,82.17367121300965,Aceptable
Proyecto_0837,Detección de Anomalías,2023-03-23,2023,494042,458642,92.83474678645202,Alta representatividad
Proyecto_0838,NLP,2023-03-24,2023,87418,62292,71.25852564040467,Aceptable
Proyecto_0839,Detección de Anomalías,2023-03-24,2023,406361,316600,77.91120675227012,Aceptable
Proyecto_0840,Análisis Predictivo,2023-03-19,2023,16675,15617,93.65614132540843,Alta representatividad
Proyecto_0841,Visión,2023-03-27,2023,192548,164647,85.50968452040911,Aceptable
Proyecto_0842,Clustering,2023-03-31,2023,460980,408529,88.62203540657549,Aceptable
Proyecto_0843,Clasificación,2023-03-30,2023,40649,37354,91.89533940340259,Alta representatividad
Proyecto_0844,Visión,2023-03-26,2023,347976,290954,83.61350708299703,Aceptable
Proyecto_0845,Visión,2023-03-28,2023,268616,247071,91.9795134265616,Alta representatividad
Proyecto_0846,Visión,2023-04-04,2023,96084,83216,86.6078788373786,Aceptable
Proyecto_0847,Clustering,2023-04-03,2023,136149,119575,87.82691171465106,Aceptable
Proyecto_0848,Clasificación,2023-04-02,2023,420775,311265,73.97421583437162,Aceptable
Proyecto_0849,Regresión,2023-04-05,2023,448459,423410,94.4144895601023,Alta representatividad
Proyecto_0850,Clasificación,2023-04-06,2023,101798,92328,90.6981931113078,Alta representatividad
Proyecto_0851,Optimización,2023-04-09,2023,250686,192048,76.60909589982589,Aceptable
Proyecto_0852,Optimización,2023-04-12,2023,320181,272409,85.07986132595937,Aceptable
Proyecto_0853,Clasificación,2023-04-11,2023,210179,167697,79.78811352639018,Aceptable
Proyecto_0854,Análisis Predictivo,2023-04-11,2023,458207,399421,87.1704519690577,Aceptable
Proyecto_0855,Clasificación,2023-04-12,2023,221186,211978,95.83741792326423,Alta representatividad
Proyecto_0856,NLP,2023-04-19,2023,402332,286417,71.18940632573477,Aceptable
Proyecto_0857,Optimización,2023-04-17,2023,34050,32267,94.76561458705423,Alta representatividad
Proyecto_0858,Clasificación,2023-04-16,2023,44540,32016,71.8821746357349,Aceptable
Proyecto_0859,Detección de Anomalías,2023-04-18,2023,108311,88793,81.97988053186023,Aceptable
Proyecto_0860,Regresión,2023-04-20,2023,229237,189200,82.53483921542933,Aceptable
Proyecto_0861,Detección de Anomalías,2023-04-25,2023,448431,345232,76.98683581959503,Aceptable
Proyecto_0862,Clustering,2023-04-23,2023,151781,128610,84.73418143755185,Aceptable
Proyecto_0863,Detección de Anomalías,2023-04-26,2023,458144,420040,91.6830678048043,Alta representatividad
Proyecto_0864,NLP,2023-04-24,2023,292628,227205,77.64301671149309,Aceptable
Proyecto_0865,NLP,2023-04-25,2023,209495,150481,71.83052837895558,Aceptable
Proyecto_0866,Regresión,2023-05-01,2023,427146,369222,86.43937621667281,Aceptable
Proyecto_0867,Análisis Predictivo,2023-05-03,2023,252044,225693,89.54537335785454,Aceptable
Proyecto_0868,Regresión,2023-05-05,2023,105153,99703,94.81759825469783,Alta representatividad
Proyecto_0869,Análisis Predictivo,2023-04-30,2023,164205,121754,74.14764081792795,Aceptable
Proyecto_0870,Visión,2023-05-02,2023,69346,64793,93.43535651092493,Alta representatividad
Proyecto_0871,NLP,2023-05-07,2023,449179,370730,82.53521040691692,Aceptable
Proyecto_0872,Optimización,2023-05-11,2023,83432,63516,76.12971416262508,Aceptable
Proyecto_0873,NLP,2023-05-07,2023,128443,122061,95.031460225103,Alta representatividad
Proyecto_0874,Clasificación,2023-05-12,2023,289500,220596,76.19916103394439,Aceptable
Proyecto_0875,NLP,2023-05-10,2023,97875,87176,89.06954882913422,Aceptable
Proyecto_0876,NLP,2023-05-17,2023,25290,22863,90.40705623850735,Alta representatividad
Proyecto_0877,Optimización,2023-05-18,2023,491929,399414,81.19349536302171,Aceptable
Proyecto_0878,Optimización,2023-05-14,2023,104511,91906,87.93960596290057,Aceptable
Proyecto_0879,Optimización,2023-05-19,2023,21012,17835,84.88440395076053,Aceptable
Proyecto_0880,NLP,2023-05-17,2023,283371,212507,74.99285156326106,Aceptable
Proyecto_0881,Clasificación,2023-05-24,2023,492603,442146,89.75708493495199,Aceptable
Proyecto_0882,Análisis Predictivo,2023-05-24,2023,267694,251976,94.12841976574728,Alta representatividad
Proyecto_0883,Regresión,2023-05-24,2023,448543,370965,82.70458942269764,Aceptable
Proyecto_0884,NLP,2023-05-22,2023,153482,147115,95.85206660573571,Alta representatividad
Proyecto_0885,Análisis Predictivo,2023-05-23,2023,456974,370729,81.12709815190638,Aceptable
Proyecto_0886,Análisis Predictivo,2023-05-29,2023,176166,145289,82.4731509674571,Aceptable
Proyecto_0887,NLP,2023-05-31,2023,475756,416388,87.5213353633145,Aceptable
Proyecto_0888,Detección de Anomalías,2023-06-02,2023,128126,95876,74.83002374983293,Aceptable
Proyecto_0889,Clasificación,2023-05-28,2023,81188,75870,93.45059625862736,Alta representatividad
Proyecto_0890,Análisis Predictivo,2023-05-29,2023,328337,298238,90.83309272562614,Alta representatividad
Proyecto_0891,NLP,2023-06-08,2023,37414,34676,92.68284944618627,Alta representatividad
Proyecto_0892,Análisis Predictivo,2023-06-06,2023,88543,76012,85.84852306710627,Aceptable
Proyecto_0893,Optimización,2023-06-04,2023,490138,455717,92.9774469906668,Alta representatividad
Proyecto_0894,Clustering,2023-06-05,2023,245125,214923,87.67928466922943,Aceptable
Proyecto_0895,Visión,2023-06-06,2023,204682,170501,83.30058339442975,Aceptable
Proyecto_0896,Detección de Anomalías,2023-06-16,2023,450008,424027,94.2265609036026,Alta representatividad
Proyecto_0897,Regresión,2023-06-12,2023,58513,47648,81.43271398935903,Aceptable
Proyecto_0898,Clustering,2023-06-15,2023,421473,349885,83.01481624278871,Aceptable
Proyecto_0899,Detección de Anomalías,2023-06-14,2023,387228,288129,74.40813700149549,Aceptable
Proyecto_0900,Optimización,2023-06-15,2023,307260,290788,94.63913425633297,Alta representatividad
Proyecto_0901,Optimización,2023-06-21,2023,491095,371991,75.74737302001995,Aceptable
Proyecto_0902,NLP,2023-06-20,2023,111769,84091,75.23681402898332,Aceptable
Proyecto_0903,Optimización,2023-06-19,2023,473450,343871,72.63105971001043,Aceptable
Proyecto_0904,NLP,2023-06-19,2023,16736,13687,81.78734572995118,Aceptable
Proyecto_0905,Clasificación,2023-06-22,2023,194535,150013,77.11397829683015,Aceptable
Proyecto_0906,NLP,2023-06-25,2023,17956,16027,89.26030601381751,Aceptable
Proyecto_0907,Clustering,2023-06-27,2023,435984,340048,77.99556212530538,Aceptable
Proyecto_0908,Optimización,2023-06-30,2023,361375,320684,88.74002680483424,Aceptable
Proyecto_0909,Análisis Predictivo,2023-06-28,2023,261129,196094,75.09498815218353,Aceptable
Proyecto_0910,Clasificación,2023-06-27,2023,142266,108092,75.97911192840215,Aceptable
Proyecto_0911,Optimización,2023-07-07,2023,37616,34215,90.96052817147914,Alta representatividad
Proyecto_0912,Clasificación,2023-07-06,2023,221077,176084,79.64843235004385,Aceptable
Proyecto_0913,Análisis Predictivo,2023-07-07,2023,125787,91706,72.90612336572201,Aceptable
Proyecto_0914,Visión,2023-07-03,2023,423151,401978,94.9964989322986,Alta representatividad
Proyecto_0915,NLP,2023-07-05,2023,217471,162259,74.61219606753389,Aceptable
Proyecto_0916,Visión,2023-07-12,2023,141833,104821,73.90512508521088,Aceptable
Proyecto_0917,Optimización,2023-07-14,2023,120858,95862,79.31793364714211,Aceptable
Proyecto_0918,Clustering,2023-07-12,2023,90337,65482,72.48647800001442,Aceptable
